Address,Website,District Number,District Name,School Number,School Name,Total Points 2013,Scale,Did this School Benefit from the One-Letter-Grade-Drop Protection?,Marker_Type,Preliminary Grade 2013,Grade 2012,Grade 2011,Grade 2010,Grade 2009,Grade 2008,Grade 2007,Grade 2006,Grade 2005,Grade 2004,Grade 2003,Grade 2002,Grade 2001,Grade 2000,Grade 1999,Charter,School Type,Free or Reduced-Price Lunch Rate,Minority Rate,Region,Title I,Alt/ESE Code
"LOCKHART MIDDLE , PANAMA CITY BEACH, FL, 32407-3224",                                                                                                    ,48,ORANGE,721,LOCKHART MIDDLE,506,900,NA,small_yellow,B,A,A,A,A,A,A,A,D,C,,,,,,YES,1,18,39,3,NO,N
"CHILES MIDDLE SCHOOL , PANAMA CITY BEACH, FL, 32407-3224",                                                                                                    ,59,SEMINOLE,721,CHILES MIDDLE SCHOOL,689,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,2,9,12,2,NO,N
"BROWNSVILLE MIDDLE SCHOOL , PEMBROKE PINES, FL, 33025-0000",                                                                                                    ,13,DADE,6031,BROWNSVILLE MIDDLE SCHOOL,445,900,YES,small_purple,D,C,C,B,D,C,C,C,C,C,D,D,C,D,F,NO,1,88,87,5,YES,N
"RIVIERA BEACH MARITIME ACADEMY , PLANT CITY, FL, 33566-7117",                                                                                                    ,50,PALM BEACH,3443,RIVIERA BEACH MARITIME ACADEMY,Pending,Pending,Pending,small_green,A,B,A,A,B,A,A,A,A,A,A,N,,,,NO,1,47,24,2,NO,N
"CUTLER RIDGE MIDDLE SCHOOL , POMPANO BEACH, FL, 33060-0000",                                                                                                    ,13,DADE,6111,CUTLER RIDGE MIDDLE SCHOOL,445,900,YES,small_purple,D,D,C,B,B,A,B,A,A,B,A,A,A,C,C,NO,2,75,49,4,YES,N
"RIDGEVIEW ELEMENTARY SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,10,CLAY,401,RIDGEVIEW ELEMENTARY SCHOOL,501,800,NA,small_red,F,D,C,B,C,C,C,B,B,C,,,,,,YES,2,71,63,2,NO,N
"OAKRIDGE MIDDLE SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,11,COLLIER,401,OAKRIDGE MIDDLE SCHOOL,652,900,NA,small_red,F,F,F,,,,,,,,,,,,,YES,1,99,99,1,YES,N
"VAN E. BLANTON ELEMENTARY SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,13,DADE,401,VAN E. BLANTON ELEMENTARY SCHOOL,501,800,NA,small_purple,D,D,F,C,C,C,D,C,C,,,,,,,YES,4,83,69,3,YES,N
"INDIAN TRAILS MIDDLE SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,18,FLAGLER,401,INDIAN TRAILS MIDDLE SCHOOL,602,900,NA,measle_turquoise,C,C,B,B,A,B,B,C,A,C,B,B,A,B,C,NO,1,69,13,1,YES,N
"BROOKER ELEMENTARY SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,29,HILLSBOROUGH,401,BROOKER ELEMENTARY SCHOOL,495,800,YES,measle_turquoise,C,,,,,,,,,,,,,,,YES,4,48,71,1,NO,N
"CLERMONT MIDDLE SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,35,LAKE,401,CLERMONT MIDDLE SCHOOL,560,900,YES,measle_turquoise,C,C,B,A,A,A,C,B,B,B,A,B,B,C,C,NO,2,70,49,2,YES,N
"VILLAS ELEMENTARY SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,36,LEE,401,VILLAS ELEMENTARY SCHOOL,505,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,A,C,C,NO,1,68,45,3,YES,N
"ASTORIA PARK ELEMENTARY SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,37,LEON,401,ASTORIA PARK ELEMENTARY SCHOOL,435,800,YES,small_yellow,B,A,A,B,A,A,A,A,A,A,B,A,A,A,C,NO,1,63,39,4,YES,N
"STANTON-WEIRSDALE ELEMENTARY SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,42,MARION,401,STANTON-WEIRSDALE ELEMENTARY SCHOOL,505,800,NA,small_yellow,B,A,B,A,A,A,A,A,A,B,C,C,C,C,D,NO,1,41,48,2,NO,N
"PINEWOOD ELEMENTARY , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,48,ORANGE,401,PINEWOOD ELEMENTARY,395,800,YES,small_yellow,B,A,A,A,A,A,A,B,C,B,B,C,C,C,D,NO,4,100,93,3,YES,N
"BOGGY CREEK ELEMENTARY SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,49,OSCEOLA,401,BOGGY CREEK ELEMENTARY SCHOOL,456,800,NA,small_yellow,B,A,B,B,A,A,A,B,B,B,A,C,C,D,D,NO,4,63,61,4,NO,N
"CENTENNIAL ELEMENTARY SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,51,PASCO,401,CENTENNIAL ELEMENTARY SCHOOL,405,800,NA,small_green,A,A,,,,,,,,,,,,,,YES,1,37,92,5,NO,N
"DAVENPORT SCHOOL OF THE ARTS , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,53,POLK,401,DAVENPORT SCHOOL OF THE ARTS,560,900,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,NO,1,34,52,4,NO,N
"PEDRO MENENDEZ HIGH SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,55,ST. JOHNS,401,PEDRO MENENDEZ HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,B,A,NO,2,52,66,3,NO,N
"ST. LUCIE WEST CENTENNIAL HIGH , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,56,ST. LUCIE,401,ST. LUCIE WEST CENTENNIAL HIGH,Pending,Pending,Pending,small_green,A,A,A,A,A,A,B,D,C,A,C,A,N,,,YES,4,60,63,3,NO,N
"SPRING LAKE ELEMENTARY SCHOOL , PUNTA GORDA, FL, 33950-0000",                                                                                                    ,59,SEMINOLE,401,SPRING LAKE ELEMENTARY SCHOOL,439,800,NA,small_green,A,B,B,A,A,A,A,A,A,A,A,A,A,A,C,NO,1,45,24,4,NO,N
"JACKSON MIDDLE , ROCKLEDGE, FL, 32955-3133",                                                                                                    ,48,ORANGE,1111,JACKSON MIDDLE,516,900,NA,small_yellow,B,A,B,A,A,B,,,,,,,,,,NO,1,88,91,3,YES,N
"WEST BOCA RATON HIGH SCHOOL , THONOTOSASSA, FL, 33592-8872",                                                                                                    ,50,PALM BEACH,3251,WEST BOCA RATON HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,,,,,,,,YES,2,56,65,5,YES,N
"WESTSIDE ELEMENTARY SCHOOL , THONOTOSASSA, FL, 33592-8872",                                                                                                    ,64,VOLUSIA,3251,WESTSIDE ELEMENTARY SCHOOL,533,800,NA,small_green,A,A,A,A,A,A,B,A,C,B,A,B,A,C,C,NO,2,60,57,2,NO,N
"STOWERS ELEMENTARY SCHOOL , TITUSVILLE, FL, 32780-0000",                                                                                                    ,29,HILLSBOROUGH,85,STOWERS ELEMENTARY SCHOOL,581,800,NA,measle_turquoise,C,C,B,C,C,,,,,,,,,,,NO,2,84,69,4,YES,N
"TRINITY OAKS ELEMENTARY SCHOOL , TITUSVILLE, FL, 32780-0000",                                                                                                    ,51,PASCO,85,TRINITY OAKS ELEMENTARY SCHOOL,554,800,NA,small_green,A,A,A,A,A,,,,,,,,,,,NO,4,38,94,5,NO,N
"BOOKER HIGH SCHOOL , TITUSVILLE, FL, 32780-0000",                                                                                                    ,58,SARASOTA,85,BOOKER HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,NO,2,38,43,5,NO,N
"OASIS CHARTER ELEMENTARY SCHOOL , VALRICO, FL, 33594-0000",                                                                                                    ,36,LEE,4143,OASIS CHARTER ELEMENTARY SCHOOL,552,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,B,A,A,B,NO,1,19,43,5,NO,N
"RONALD MCNAIR MAGNET MIDDLE 1 CHALLENGER DR, ROCKLEDGE, FL, 32955-2107",http://www.mcnair.ms.brevard.k12.fl.us                                                              ,5,BREVARD,1081,RONALD MCNAIR MAGNET MIDDLE,575,900,NA,measle_gray,Pending,A,A,B,,,,,,,,,,,,YES,4,22,77,5,NO,N
"CORAL TERRACE ELEMENTARY SCHOOL 1 CHALLENGER DR, ROCKLEDGE, FL, 32955-2107",http://www.mcnair.ms.brevard.k12.fl.us                                                              ,13,DADE,1081,CORAL TERRACE ELEMENTARY SCHOOL,491,800,NA,small_purple,D,C,F,D,D,F,C,C,C,F,C,N,,,,YES,1,94,95,5,YES,N
"DESOTO ELEMENTARY SCHOOL 1 CHALLENGER DR, ROCKLEDGE, FL, 32955-2107",http://www.mcnair.ms.brevard.k12.fl.us                                                              ,29,HILLSBOROUGH,1081,DESOTO ELEMENTARY SCHOOL,462,800,NA,measle_turquoise,C,B,A,C,C,,,,,,,,,,,NO,4,88,76,2,YES,N
"JOHN YOUNG ELEMENTARY 1 CHALLENGER DR, ROCKLEDGE, FL, 32955-2107",http://www.mcnair.ms.brevard.k12.fl.us                                                              ,48,ORANGE,1081,JOHN YOUNG ELEMENTARY,517,800,NA,small_yellow,B,A,B,C,A,B,A,B,A,A,A,A,B,A,C,NO,1,63,76,3,NO,N
"DUNEDIN HIGH SCHOOL 1 CHALLENGER DR, ROCKLEDGE, FL, 32955-2107",http://www.mcnair.ms.brevard.k12.fl.us                                                              ,52,PINELLAS,1081,DUNEDIN HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,,,,,,,,YES,2,53,85,5,NO,N
"ASPIRA EUGENIO MARIA DE HOSTOS YOUTH LEADERSHIP CHARTER SCHOOL 1 NE 19TH ST, MIAMI, FL, 33132-1030",http://fl.aspira.org/Wynwood/Charter/emh_charter.htm                                                ,13,DADE,6070,ASPIRA EUGENIO MARIA DE HOSTOS YOUTH LEADERSHIP CHARTER SCHOOL,490,900,YES,small_purple,D,C,C,C,A,C,B,C,A,A,A,A,C,C,D,NO,1,82,30,4,YES,N
"LEWIS CARROLL ELEMENTARY SCHOOL 1 SKYLINE BLVD, MERRITT ISLAND, FL, 32953-3021",http://www.carroll.brevard.k12.fl.us                                                                ,5,BREVARD,4121,LEWIS CARROLL ELEMENTARY SCHOOL,541,800,NA,measle_gray,Pending,A,B,A,A,C,,,,,,,,,,YES,4,29,40,2,NO,N
"DR. ROBERT B. INGRAM/OPA-LOCKA ELEMENTARY SCHOOL 1 SKYLINE BLVD, MERRITT ISLAND, FL, 32953-3021",http://www.carroll.brevard.k12.fl.us                                                                ,13,DADE,4121,DR. ROBERT B. INGRAM/OPA-LOCKA ELEMENTARY SCHOOL,395,800,YES,small_purple,D,C,B,B,B,A,B,A,B,B,B,B,C,C,C,NO,2,75,56,4,YES,N
"GATEWAY CHARTER HIGH SCHOOL 1 SKYLINE BLVD, MERRITT ISLAND, FL, 32953-3021",http://www.carroll.brevard.k12.fl.us                                                                ,36,LEE,4121,GATEWAY CHARTER HIGH SCHOOL,Pending,Pending,Pending,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,A,C,C,NO,1,47,56,5,NO,N
"SKYCREST ELEMENTARY SCHOOL 1 SKYLINE BLVD, MERRITT ISLAND, FL, 32953-3021",http://www.carroll.brevard.k12.fl.us                                                                ,52,PINELLAS,4121,SKYCREST ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,N,,,NO,2,31,50,2,NO,N
"PIERSON ELEMENTARY SCHOOL 1 W 1ST AVE, PIERSON, FL, 32180-2271",                                                                                                    ,64,VOLUSIA,4831,PIERSON ELEMENTARY SCHOOL,395,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,NO,1,15,29,2,NO,N
"BAKER COUNTY SENIOR HIGH SCHOOL 1 WILDCAT DR, GLEN ST MARY, FL, 32040-4208",ftp://150.176.164.33/schools/BCMS/index.html                                                        ,2,BAKER,12,BAKER COUNTY SENIOR HIGH SCHOOL,Pending,Pending,Pending,measle_gray,Pending,A,A,A,B,A,B,A,C,B,A,A,A,C,C,NO,3,27,44,5,NO,N
"BONIFAY MIDDLE SCHOOL 1 WILDCAT DR, GLEN ST MARY, FL, 32040-4208",ftp://150.176.164.33/schools/BCMS/index.html                                                        ,30,HOLMES,12,BONIFAY MIDDLE SCHOOL,560,900,YES,measle_turquoise,C,C,B,B,B,A,B,B,C,C,C,C,C,C,C,NO,2,74,48,4,YES,N
"HOPE-CENTENNIAL ELEMENTARY SCHOOL 1 WILDCAT DR, GLEN ST MARY, FL, 32040-4208",ftp://150.176.164.33/schools/BCMS/index.html                                                        ,50,PALM BEACH,12,HOPE-CENTENNIAL ELEMENTARY SCHOOL,390,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,B,A,A,C,NO,1,43,31,1,YES,N
"ALTA VISTA ELEMENTARY SCHOOL 1 WILDCAT DR, GLEN ST MARY, FL, 32040-4208",ftp://150.176.164.33/schools/BCMS/index.html                                                        ,58,SARASOTA,12,ALTA VISTA ELEMENTARY SCHOOL,557,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,1,39,40,5,NO,N
"RIVERSPRINGS MIDDLE SCHOOL 1 WILDCAT DR, GLEN ST MARY, FL, 32040-4208",ftp://150.176.164.33/schools/BCMS/index.html                                                        ,65,WAKULLA,12,RIVERSPRINGS MIDDLE SCHOOL,603,900,NA,measle_brown,No grade,C,C,,,,,,,,,,,,,YES,1,67,90,5,NO,N
"SEASIDE NEIGHBORHOOD SCHOOL 10 SMOLIAN CIRCLE, SANTA ROSA BEACH, FL, 32459",http://www.seasideschool.net/                                                                       ,66,WALTON,1110,SEASIDE NEIGHBORHOOD SCHOOL,768,900,NA,measle_brown,No grade,,,,,,,,,,,,,,,YES,1,56,97,4,NO,N
"DUVAL CHARTER SCHOOL AT ARLINGTON 100 BELLTEL WAY, JACKSONVILLE, FL, 32216-7201",www.duvalcharter.org                                                                                ,16,DUVAL,1231,DUVAL CHARTER SCHOOL AT ARLINGTON,445,900,YES,measle_turquoise,C,B,C,B,C,D,A,B,C,B,D,C,C,D,D,NO,1,98,99,5,YES,N
"NORTHVIEW HIGH SCHOOL 100 BELLTEL WAY, JACKSONVILLE, FL, 32216-7201",www.duvalcharter.org                                                                                ,17,ESCAMBIA,1231,NORTHVIEW HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,B,A,B,A,B,B,A,C,C,A,A,B,B,B,NO,2,69,57,1,YES,N
"WINDERMERE ELEMENTARY 100 BELLTEL WAY, JACKSONVILLE, FL, 32216-7201",www.duvalcharter.org                                                                                ,48,ORANGE,1231,WINDERMERE ELEMENTARY,639,800,NA,small_yellow,B,C,,,,,,,,,,,,,,NO,1,94,91,3,YES,N
"GRIFFIN ELEMENTARY SCHOOL 100 BELLTEL WAY, JACKSONVILLE, FL, 32216-7201",www.duvalcharter.org                                                                                ,53,POLK,1231,GRIFFIN ELEMENTARY SCHOOL,345,800,NA,small_green,A,A,A,B,A,B,B,B,C,,,,,,,NO,2,81,76,4,YES,N
"TOLEDO BLADE ELEMENTARY SCHOOL 100 BELLTEL WAY, JACKSONVILLE, FL, 32216-7201",www.duvalcharter.org                                                                                ,58,SARASOTA,1231,TOLEDO BLADE ELEMENTARY SCHOOL,515,800,NA,small_green,A,A,A,C,A,C,A,B,A,B,A,A,B,B,C,NO,1,39,35,4,NO,N
"COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE 100 COLLEGE BLVD E, NICEVILLE, FL, 32578-1347",                                                                                                    ,46,OKALOOSA,9805,COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE,Pending,Pending,Pending,small_yellow,B,A,C,A,A,A,A,B,B,A,A,C,B,A,C,NO,1,69,52,3,NO,N
"ORMOND BEACH ELEMENTARY SCHOOL 100 CORBIN AVE, ORMOND BEACH, FL, 32174-6301",                                                                                                    ,64,VOLUSIA,1114,ORMOND BEACH ELEMENTARY SCHOOL,490,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,B,C,C,B,NO,1,43,30,4,NO,N
"PEMAYETV EMAHAKV CHARTER OUR WAY SCHOOL 100 E HARNEY POND RD NE, OKEECHOBEE, FL, 34974-2867",bgreseth@ourwayschool.com                                                                           ,22,GLADES,56,PEMAYETV EMAHAKV CHARTER OUR WAY SCHOOL,537,800,NA,measle_turquoise,C,C,C,B,B,C,C,B,,,,,,,,NO,1,84,82,4,YES,N
"PEMAYETV EMAHAKV CHARTER MIDDLE SCHOOL 100 E HARNEY POND RD NE, OKEECHOBEE, FL, 34974-2867",                                                                                                    ,22,GLADES,57,PEMAYETV EMAHAKV CHARTER MIDDLE SCHOOL,566,900,NA,measle_turquoise,C,C,C,B,C,C,C,B,C,C,B,B,C,C,C,NO,2,92,92,4,YES,N
"DAVIS ELEMENTARY SCHOOL 100 E HARNEY POND RD NE, OKEECHOBEE, FL, 34974-2867",bgreseth@ourwayschool.com                                                                           ,29,HILLSBOROUGH,56,DAVIS ELEMENTARY SCHOOL,457,800,NA,measle_turquoise,C,B,B,A,A,A,A,A,B,A,B,A,A,B,C,NO,2,62,41,3,NO,N
"LAKE EOLA CHARTER 100 E HARNEY POND RD NE, OKEECHOBEE, FL, 34974-2867",bgreseth@ourwayschool.com                                                                           ,48,ORANGE,56,LAKE EOLA CHARTER,702,900,NA,small_yellow,B,B,B,A,A,A,A,A,A,A,A,N,,,,NO,2,57,55,3,NO,N
"SEVEN SPRINGS MIDDLE SCHOOL 100 E HARNEY POND RD NE, OKEECHOBEE, FL, 34974-2867",                                                                                                    ,51,PASCO,57,SEVEN SPRINGS MIDDLE SCHOOL,628,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,1,24,28,4,NO,N
"SOMERSET ACADEMY AT SILVER PALMS 100 E MUSTANG WAY, MERRITT ISLAND, FL, 32953-3199",                                                                                                    ,13,DADE,4012,SOMERSET ACADEMY AT SILVER PALMS,495,800,YES,small_purple,D,C,B,B,,,,,,,,,,,,NO,1,69,48,4,YES,N
"T. DEWITT TAYLOR MIDDLE-HIGH SCHOOL 100 E WASHINGTON AVE, PIERSON, FL, 32180-2305",                                                                                                    ,64,VOLUSIA,6633,T. DEWITT TAYLOR MIDDLE-HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,B,A,A,A,A,,,B,NO,1,46,8,2,NO,N
"EAGLE POINT ELEMENTARY SCHOOL 100 INDIAN TRCE, WESTON, FL, 33326-4516",                                                                                                    ,6,BROWARD,3461,EAGLE POINT ELEMENTARY SCHOOL,594,800,NA,measle_gray,Pending,A,B,A,D,C,C,C,D,C,C,C,C,D,C,NO,3,65,75,5,YES,N
"PONCE DE LEON ELEMENTARY SCHOOL 100 INDIAN TRCE, WESTON, FL, 33326-4516",                                                                                                    ,52,PINELLAS,3461,PONCE DE LEON ELEMENTARY SCHOOL,400,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,2,25,56,2,NO,N
"MERRITT ISLAND HIGH SCHOOL 100 MUSTANG WAY, MERRITT ISLAND, FL, 32953-3150",http://www.merritt.hs.brevard.k12.fl.us                                                             ,5,BREVARD,4011,MERRITT ISLAND HIGH SCHOOL,Pending,Pending,Pending,measle_gray,Pending,C,B,D,C,D,D,D,C,D,D,D,C,D,D,NO,3,62,76,2,YES,N
"EAST RIDGE MIDDLE SCHOOL 1000 AVIATION DR, PALM COAST, FL, 32164-2418",                                                                                                    ,35,LAKE,80,EAST RIDGE MIDDLE SCHOOL,584,900,NA,measle_turquoise,C,C,C,C,B,C,B,B,C,B,B,C,C,D,D,NO,1,93,95,4,YES,N
"SWEETWATER BRANCH ACADEMY 1000 NE 16TH AVE BLDG C, GAINESVILLE, FL, 32601-4541",http:www.swbacademy.com                                                                             ,1,ALACHUA,1001,SWEETWATER BRANCH ACADEMY,490,900,YES,measle_gray,Pending,B,B,B,C,C,C,C,C,D,D,C,C,C,F,NO,3,70,77,5,NO,N
"CORAL PARK ELEMENTARY SCHOOL 1000 NE 16TH AVE BLDG C, GAINESVILLE, FL, 32601-4541",http:www.swbacademy.com                                                                             ,13,DADE,1001,CORAL PARK ELEMENTARY SCHOOL,584,800,NA,small_purple,D,C,B,B,A,A,A,A,B,B,B,B,C,C,C,NO,1,82,94,5,YES,N
"CORK ELEMENTARY SCHOOL 1000 NE 16TH AVE BLDG C, GAINESVILLE, FL, 32601-4541",http:www.swbacademy.com                                                                             ,29,HILLSBOROUGH,1001,CORK ELEMENTARY SCHOOL,495,800,YES,measle_turquoise,C,B,A,B,A,A,A,A,A,A,A,A,A,B,C,NO,1,69,38,2,YES,N
"UNIVERSITY HIGH 1000 NE 16TH AVE BLDG C, GAINESVILLE, FL, 32601-4541",http:www.swbacademy.com                                                                             ,48,ORANGE,1001,UNIVERSITY HIGH,Pending,Pending,Pending,small_yellow,B,B,A,A,A,A,A,A,A,A,A,A,B,A,C,NO,1,50,54,3,NO,N
"SWEETWATER BRANCH ACADEMY ELEMENTARY SCHOOL 1000 NE 16TH AVE BLDG D, GAINESVILLE, FL, 32601-4541",http://www.sbac.edu/pages/ACPS                                                                      ,1,ALACHUA,1002,SWEETWATER BRANCH ACADEMY ELEMENTARY SCHOOL,169,800,NA,measle_gray,Pending,C,D,C,D,D,F,C,D,D,D,D,D,D,D,NO,3,84,98,5,NO,N
"CHARLES DREW ELEMENTARY SCHOOL 1000 NW 31ST AVE, POMPANO BEACH, FL, 33069-1108",                                                                                                    ,6,BROWARD,3221,CHARLES DREW ELEMENTARY SCHOOL,395,800,YES,measle_gray,Pending,A,A,A,A,A,A,A,A,A,B,A,A,B,B,NO,3,24,56,5,NO,N
"JAMES STEPHENS INTERNATIONAL ACADEMY 1000 SW 3RD ST, HALLANDALE BEACH, FL, 33009-6114",                                                                                                    ,36,LEE,592,JAMES STEPHENS INTERNATIONAL ACADEMY,464,900,NA,small_yellow,B,A,B,A,A,A,,,,,,,,,,YES,1,36,37,3,NO,N
"STARKE ELEMENTARY SCHOOL 1000 W WELDON ST, STARKE, FL, 32091-1444",www.mybradford.us/starke                                                                            ,4,BRADFORD,51,STARKE ELEMENTARY SCHOOL,491,800,NA,measle_gray,Pending,A,C,D,D,D,C,,,,,,,,,NO,3,72,78,4,YES,N
"OAK PARK ELEMENTARY SCHOOL 1000 W WELDON ST, STARKE, FL, 32091-1444",www.mybradford.us/starke                                                                            ,5,BREVARD,51,OAK PARK ELEMENTARY SCHOOL,501,800,NA,measle_gray,Pending,C,B,B,B,B,C,C,C,C,C,C,N,,,NO,4,65,20,2,NO,N
"BLOUNTSTOWN MIDDLE SCHOOL 1000 W WELDON ST, STARKE, FL, 32091-1444",www.mybradford.us/starke                                                                            ,7,CALHOUN,51,BLOUNTSTOWN MIDDLE SCHOOL,612,900,NA,measle_gray,Pending,A,B,A,B,A,B,A,C,C,B,B,C,C,C,NO,3,44,48,2,NO,N
"LEMON BAY HIGH SCHOOL 1000 W WELDON ST, STARKE, FL, 32091-1444",www.mybradford.us/starke                                                                            ,8,CHARLOTTE,51,LEMON BAY HIGH SCHOOL,Pending,Pending,Pending,measle_gray,Pending,C,C,B,A,A,B,B,C,B,B,C,A,C,B,NO,4,57,13,2,YES,N
"EVERGLADES CITY SCHOOL 1000 W WELDON ST, STARKE, FL, 32091-1444",www.mybradford.us/starke                                                                            ,11,COLLIER,51,EVERGLADES CITY SCHOOL,Pending,Pending,Pending,small_red,F,F,F,F,D,C,C,F,B,C,C,D,D,D,D,NO,1,99,100,5,YES,N
"BELLVIEW ELEMENTARY SCHOOL 1000 W WELDON ST, STARKE, FL, 32091-1444",www.mybradford.us/starke                                                                            ,17,ESCAMBIA,51,BELLVIEW ELEMENTARY SCHOOL,445,800,NA,measle_turquoise,C,D,C,D,A,A,A,C,A,C,B,B,D,B,C,NO,1,80,95,2,NO,N
