FISCAL_YEAR,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,FAC_SCHTYPE,GRADE_RANGE,SCHOOL_ADDRESS,SCHOOL_CITY,STATE,SCHOOL_ZIP,MAIL_ADDRESS,MAIL_CITY,MAIL_ZIP,PRINCIPAL_FNAME,PRINCIPAL_LNAME,PRINCIPAL_MNAME,EMAIL_ADDRESS,SCHOOL_PHONE,SCHOOL_FAX
2012,669,Hall County,2052,Flowery Branch Elementary School,E,PK-05,5544 Radford Rd,Flowery Branch,GA,30542-2709,5544 Radford Rd,Flowery Branch,30542-2709,Susan,Miller,,susan.miller@hallco.org,770.967.6621,770.967.4880
2012,669,Hall County,2056,Oakwood Elementary School,E,PK-05,4500 Allen St ,Oakwood,GA,30566-3347,4500 Allen St ,Oakwood,30566-3347,Shane,Rayburn,,Shane.Rayburn@hallco.org,770.532.1656,770.531.2326
2012,669,Hall County,3054,Lanier Elementary School,E,PK-05,4782 Thompson Bridge Rd,Gainesville,GA,30506-5320,4782 Thompson Bridge Rd,Gainesville,30506-5320,John,Wiggins,,john.wiggins@hallco.org,770.532.8781,770.531.3017
2012,669,Hall County,3056,Riverbend Elementary School,E,PK-05,1742 Cleveland Hwy,Gainesville,GA,30501-1313,1742 Cleveland Hwy,Gainesville,30501-1313,Debra,Smith,Jones,debra.smith@hallco.org,770.534.4141,770.531.3054
2012,669,Hall County,4050,Chestnut Mountain Elementary School,E,PK-05,4841 Union Church Rd,Flowery Branch,GA,30542-5202,4841 Union Church Rd,Flowery Branch,30542-5202,Sabrina,May,Kaye,Sabrina.may@hallco.org,770.967.3121,770.967.4891
2012,669,Hall County,4054,Lula Elementary School,E,PK-05,6130 Chattahoochee St,Lula,GA,30554-2916,6130 Chattahoochee St,Lula,30554-2916,Matt,Alexander,,matt.alexander@hallco.org,770.869.3261,770.869.1961
2012,669,Hall County,4056,Sardis Elementary School,E,PK-05,2805 Sardis Rd ,Gainesville,GA,30506-2228,2805 Sardis Rd ,Gainesville,30506-2228,Jan,Hughes,,jan.hughes@hallco.org,770.532.0104,770.531.3057
2012,669,Hall County,4556,South Hall Middle School,M,06-08,4335 Falcon Pkwy ,Flowery Branch,GA,30542-2914,4335 Falcon Pkwy ,Flowery Branch,30542-2914,Paula,Stubbs,,Paula.stubbs@hallco.org,770.532.4416,770.531.2348
2012,669,Hall County,4752,Johnson High School,H,09-12,3305 Poplar Springs Rd ,Gainesville,GA,30507-8661,3305 Poplar Springs Rd ,Gainesville,30507-8661,Stan,Lewis,,stan.lewis@hallco.org,770.536.2394,770.531.3046
2012,669,Hall County,5052,Lyman Hall Elementary School,E,PK-05,2150 Memorial Park Dr ,Gainesville,GA,30504-5879,2150 Memorial Park Dr ,Gainesville,30504-5879,Lois,Myers,,lois.myers@hallco.org,770.534.7044,770.531.2321
2012,669,Hall County,5054,McEver Elementary School,E,PK-05,3265 Montgomery Dr,Gainesville,GA,30504-5515,3265 Montgomery Dr,Gainesville,30504-5515,Catherine,Rosa,,catherine.rosa@hallco.org,770.534.7473,770.531.3055
2012,669,Hall County,5056,Tadmore Elementary School,E,PK-05,3278 Gillsville Hwy,Gainesville,GA,30507-9415,3278 Gillsville Hwy,Gainesville,30507-9415,Robin,Gower,,robin.gower@hallco.org,770.536.9929,770.531.2325
2012,670,Hancock County,0106,Hancock Central Middle School,M,06-08,11311 Ga Highway 15 ,Sparta,GA,31087-4123,11311 Ga Highway 15 ,Sparta,31087-4123,Willie,Gibson,,wgibson@hancockcountyschools.net,706.444.6652,706.444.9918
2012,670,Hancock County,0188,Lewis Elementary School,E,PK-05,11145 Ga Highway 15 ,Sparta,GA,31087-4121,11145 Ga Highway 15 ,Sparta,31087-4121,Charles,Jones,,cjones@hancock.k12.ga.us,706.444.7028,706.444.0380
2012,670,Hancock County,0288,Hancock Central High School,H,09-12,11311 Ga Highway 15 ,Sparta,GA,31087-4123,11311 Ga Highway 15 ,Sparta,31087-4123,Willie,Gibson,,wgibson@hancock.k12.ga.us,706.444.7009,706.444.9918
2012,671,Haralson County,0104,Tallapoosa Primary School,E,PK-02,581 Georgia Highway 120 ,Tallapoosa,GA,30176-3116,581 Highway 120 East ,Tallapoosa,30176,Jentsie,Johns,,Jentsie.Johns@haralson.k12.ga.us,770.574.7444,770.574.8932
2012,671,Haralson County,0178,Buchanan Elementary School,E,03-05,215 College Cir ,Buchanan,GA,30113-4497,215 College Cir ,Buchanan,30113-4497,Brandi,Gregory,,brandi.gregory@haralson.k12.ga.us,770.646.5140,770.646.5140
2012,671,Haralson County,0197,Haralson County Middle School,M,06-08,2633 Georgia Highway 120 ,Tallapoosa,GA,30176-3243,2633 Highway 120 West ,Tallapoosa,30176,Brian,Ridley,,Brian.Ridley@haralson.k12.ga.us,770.646.8600,770.646.0108
2012,671,Haralson County,2050,Buchanan Primary School,E,PK-02,271 van Wert St ,Buchanan,GA,30113-4388,271 van Wert St ,Buchanan,30113-4388,Gail,Ray,,gail.ray@haralson.k12.ga.us,770.646.5523,770.646.8309
2012,671,Haralson County,3050,Haralson County High School,H,09-12,1655 Georgia Highway 120 ,Tallapoosa,GA,30176-3215,1655 Georgia Highway 120 ,Tallapoosa,30176-3215,Charles,Needham,,charles.needham@haralson.k12.ga.us,770.574.7647,770.574.7648
2012,671,Haralson County,4050,West Haralson Elementary School,E,03-05,4552 Georgia Highway 100 N,Tallapoosa,GA,30176-2528,4552 Highway 100 North ,Tallapoosa,30176,Pepper,Moon,Dearing,Pepper.Moon@haralson.k12.ga.us,770.574.7060,770.574.7086
2012,672,Harris County,0110,Creekside School,M,05-06,8403 Ga Highway 315,Cataula,GA,31804-2772,8403 Ga Highway 315,Cataula,31804-2772,Dan ,Lomax,,lomax-d@harris.k12.ga.us,706.596.1300,
2012,672,Harris County,0188,Park Elementary School,E,PK-04,13185 US Highway 27 N,Hamilton,GA,31811-5242,13185 US Highway 27 N,Hamilton,31811-5242,Janice,Owens,,owens-j@harris.k12.ga.us,706.628.4997,706.628.5413
2012,672,Harris County,0190,Pine Ridge Elementary School,E,PK-04,15750 Ga Highway 315,Ellerslie,GA,31807-5135,P.O. Box 129,Ellerslie,31807,Debbie,Korytoski,Bryant,korytoski-d@harris.k12.ga.us,706.568.6578,706.562.9576
2012,672,Harris County,0199,Mulberry Creek Elementary School,E,PK-04,8405 Ga Highway 315 ,Cataula,GA,31804-2772,P.O. Box 309,Cataula,31804,Justin,Finney,,finney-j@harris.k12.ga.us,706.320.9397,706.322.4569
2012,672,Harris County,0290,New Mountain Hill Elementary School,E,PK-04,33 Mountain Hill Rd,Fortson,GA,31808-4642,33 Mountain Hill Rd,Fortson,31808-4642,Mark,Gilreath,,gilreath-m@harris.k12.ga.us,706.323.1144,706.324.0296
2012,672,Harris County,0299,Harris County High School,H,09-12,8281 Ga Highway 116 ,Hamilton,GA,31811-6028,P.O. Box 448 ,Hamilton,31811,Roger,Couch,,couch-r@harris.k12.ga.us,706.628.4278,706.628.4335
2012,672,Harris County,0399,Harris County Carver Middle School,M,07-08,184 S College St ,Hamilton,GA,31811-5330,P.O. Box 408 ,Hamilton,31811,Stacey,Carlisle,,carlisle-s@harris.k12.ga.us,706.628.4951,706.628.5737
2012,673,Hart County,0102,North Hart Elementary School,E,PK-05,124 Ankerich Rd,Bowersville,GA,30516-2308,124 Ankerich Rd,Bowersville,30516-2308,David,Buddenbaum,,dbuddenbaum@hart.k12.ga.us,706.856.7369,706.856.7372
2012,673,Hart County,0191,Hart County Middle School,M,06-08,176 Powell Rd ,Hartwell,GA,30643-2270,176 Powell Rd ,Hartwell,30643-2270,Veronica,Johnson,F,,706.376.5431,706.376.7046
2012,673,Hart County,0195,Hart County Academy,H,07-12,59 Fifth St ,Hartwell,GA,30643-2135,59 Fifth St ,Hartwell,30643-2135,Mark,Burns,,,706.856.7241,706.856.7312
2012,673,Hart County,0202,South Hart Elementary School,E,PK-05,121 E & M Dairy Rd ,Hartwell,GA,30643-5459,121 E & M Dairy Rd ,Hartwell,30643-5459,Beth,Hendrick,A.,,706.856.7383,706.856.7386
2012,673,Hart County,3050,Hart County High School,H,09-12,59 Fifth St ,Hartwell,GA,30643-2135,59 Fifth St ,Hartwell,30643-2135,Eulin,Gibbs,,rbrown@hart.k12.ga.us,706.376.5461,706.856.7237
2012,673,Hart County,5050,Hartwell Elementary School,E,PK-05,147 S College Ave ,Hartwell,GA,30643-2142,147 S College Ave ,Hartwell,30643-2142,Dana,White,P,,706.376.4425,706.856.7317
2012,674,Heard County,0102,Heard County Middle School,M,06-08,269 Old Field Rd,Franklin,GA,30217-4744,269 Old Field Rd,Franklin,30217-4744,Mike,Roberts,,mikeroberts@heard.k12.ga.us,706.675.9247,706.675.9255
2012,674,Heard County,0106,Heard Elementary School,E,PK-05,4647 Pea Ridge Rd ,Franklin,GA,30217-8002,4647 Pea Ridge Rd ,Franklin,30217-8002,Debbie,Willard,,debbiewillard@heard.k12.ga.us,706.675.3687,706.xxx.xxxx
2012,674,Heard County,0110,New Heard County High School,H,09-12,545 Main St,Franklin,GA,30217-5665,545 Main St,Franklin,30217-5665,Russell,Sowell,,rsowell@heard.k12.ga.us,706.675.3656,
2012,674,Heard County,1050,Centralhatchee Elementary School,E,PK-05,315 Centralhatchee Pkwy ,Franklin,GA,30217-5173,315 Centralhatchee Pkwy ,Franklin,30217-5173,Carol,Thomas,R,cthomas@heard.k12.ga.us,770.854.4002,770.854.4124
2012,674,Heard County,2050,Ephesus Elementary School,E,PK-05,24414 Georgia Highway 100,Roopville,GA,30170-3010,24414 Georgia Highway 100,Roopville,30170-3010,Stephanie,McRae,,smcrae@heard.k12.ga.us,770.854.4400,770.854.6555
2012,675,Henry County,0100,Ola Elementary School,E,KK-05,278 N Ola Rd,Mcdonough,GA,30252-6625,278 N Ola Rd,Mcdonough,30252-6625,Mitchell,Stephens,,mitchell.stevens@henry.k12.ga.us,770.957.5777,770.957.7031
2012,675,Henry County,0101,Union Grove High,H,09-12,120 E Lake Rd ,Mcdonough,GA,30252-4812,120 E Lake Rd ,Mcdonough,30252-4812,Tom ,Smith,,tom.smith@henry.k12.ga.us,678.583.8502,678.583.8850
2012,675,Henry County,0104,Luella High School,H,09-12,603 Walker Dr,Locust Grove,GA,30248-2052,603 Walker Dr,Locust Grove,30248-2052,George,Eckerle,,george.eckerle@henry.k12.ga.us,770.898.9822,770.898.9625
2012,675,Henry County,0105,Dutchtown High,H,09-12,149 Mitchell Rd,Hampton,GA,30228-1729,149 Mitchell Rd,Hampton,30228-1729,Dwala,Nobles,,dnobles@henry.k12.ga.us,770.515.7510,770.515.7518
2012,675,Henry County,0106,Luella Elementary School,E,KK-05,575 Walker Dr ,Locust Grove,GA,30248-2074,575 Walker Dr ,Locust Grove,30248-2074,Carla,Montgomery,,Carla.Montgomery@henry.k12.ga.us,770.288.2035,770.288.2040
2012,675,Henry County,0107,Dutchtown Elementary School,E,PK-05,159 Mitchell Rd ,Hampton,GA,30228-1729,159 Mitchell Rd ,Hampton,30228-1729,Winnie,Johnson,,Winnie.Johnson@henry.k12.ga.us,770.471.0844,770.471.8066
2012,675,Henry County,0108,Woodland Elementary School,E,PK-05,830 Moseley Dr ,Stockbridge,GA,30281-2904,830 Moseley Dr ,Stockbridge,30281-2904,Christine,Anderson,,Christine.anderson@henry.k12.ga.us,770.506.6391,
2012,675,Henry County,0191,Cotton Indian Elementary School,E,PK-05,1201 Old Conyers Rd,Stockbridge,GA,30281-2603,1201 Old Conyers Rd,Stockbridge,30281-2603,Natalie,Metcalf,,natalie.metcalf@henry.k12.ga.us,770.474.9983,770.474.6959
2012,675,Henry County,0194,Wesley Lakes Elementary School,E,PK-05,685 McDonough Pkwy ,Mcdonough,GA,30253-3759,685 McDonough Pkwy ,Mcdonough,30253-3759,Lori,Squires,,lori.squires@henry.k12.ga.us,770.914.1889,770.914.9955
2012,675,Henry County,0195,Patrick Henry High School,H,06-12,109 S Lee St,Stockbridge,GA,30281-3709,109 S Lee St,Stockbridge,30281-3709,Dan,DeWolf,,dan.dewolf@henry.k12.ga.us,770.507.6414,770.507.6259
2012,675,Henry County,0196,Pate's Creek Elementary School,E,PK-05,1309 Jodeco Rd,Stockbridge,GA,30281-5107,1309 Jodeco Rd,Stockbridge,30281-5107,Carolyn,Flournoy,,carolyn.flournoy@henry.k12.ga.us,770.389.8819,770.507.3558
2012,675,Henry County,0197,Pleasant Grove Elementary School,E,PK-05,150 Reagan Rd,Stockbridge,GA,30281-4028,150 Reagan Rd,Stockbridge,30281-4028,Tracie,Copper,Simone,tracie.copper@henry.k12.ga.us,770.898.0176,770.898.0185
2012,675,Henry County,0200,Mount Carmel Elementary School,E,KK-05,2450 Mount Carmel Rd ,Hampton,GA,30228-2843,2450 Mount Carmel Rd ,Hampton,30228-2843,Martin,Gore,,martin.gore@henry.k12.ga.us,770.897.9799,770.897.9806
2012,675,Henry County,0203,East Lake Elementary,E,PK-05,199 E Lake Rd,Mcdonough,GA,30252-4815,199 E Lake Rd,Mcdonough,30252-4815,Matt,Isenberg,,matt.isenberg@henry.k12.ga.us,678.583.8947,678.583.8927
2012,675,Henry County,0206,Dutchtown Middle School,M,06-08,155 Mitchell Rd ,Hampton,GA,30228-1729,155 Mitchell Rd ,Hampton,30228-1729,Cynthia,McCray,,cynthia.mccray@henry.k12.ga.us,770.515.7500,770.515.7505
2012,675,Henry County,0207,Timber Ridge Elementary School,E,PK-05,2825 Highway 20 E ,McDonough,GA,30252-4502,2825 Highway 20 E ,McDonough,30252-4502,Pamela,Consolie,,pam.consolie@henry.k12.ga.us,770.288.3237,..
2012,675,Henry County,0208,Walnut Creek Elementary,E,PK-05,3535 McDonough Pkwy ,McDonough,GA,30253-5550,3535 McDonough Pkwy ,McDonough,30253-5550,Rita,Pitner,,rita.pitner@henry.k12.ga.us,770.288.8561,
2012,675,Henry County,0209,Bethlehem Elementary School,E,KK-05,1000 Academic Pkwy ,Locust Grove,GA,30248-2579,1000 Academic Parkway ,Locust Grove,30248,Jessalyn,Askew,R.,jessalyn.askew@henry.k12.ga.us,770.288.8571,770.898.0461
2012,675,Henry County,0211,Rocky Creek Elementary,E,PK-05,803 Hampton Locust Grove Rd,Hampton,GA,30228-2424,803 Hampton Locust Grove Rd,Hampton,30228-2424,Jay,Fowler,,jay.fowler@henry.k12.ga.us,770.707.1469,
2012,675,Henry County,0213,Locust Grove Middle,M,06-08,3315 S Ola Rd,Locust Grove,GA,30248-4039,3315 S Ola Rd,Locust Grove,30248-4039,Anthony,Townsend,,anthony.townsend@henry.k12.ga.us,770.957.6055,
2012,675,Henry County,0214,Locust Grove High,H,09-12,3275 S Ola Rd,Locust Grove,GA,30248-4039,3275 S Ola Rd,Locust Grove,30248-4039,Robyn,Mullis,,robyn.mullis@henry.k12.ga.us,770.898.1452,
2012,675,Henry County,0215,Hampton Middle School,M,06-08,799 Hampton Locust Grove Rd,Hampton,GA,30228-2422,799 Hampton Locust Grove Rd,Hampton,30228-2422,Carolyn,Flemister-Bell,Denise,carolyn.flemister-bell@henry.k12.ga.us,770.707.2130,
2012,675,Henry County,0291,Oakland Elementary School,E,PK-05,551 Highway 81 W,Mcdonough,GA,30253-6412,551 Highway 81 W,Mcdonough,30253-6412,Sheila,Korvayan,knaff,sheila.korvayan@henry.k12.ga.us,770.954.1901,770.914.5565
2012,675,Henry County,0294,Austin Road Elementary School,E,PK-05,50 Austin Rd ,Stockbridge,GA,30281-1249,50 Austin Rd ,Stockbridge,30281-1249,James,McNealey,,james.mcnealey@henry.k12.ga.us,770.389.6556,770.389.5909
2012,675,Henry County,0295,Stockbridge High School,H,09-12,1151 Old Conyers Rd ,Stockbridge,GA,30281-2605,1151 Old Conyers Rd ,Stockbridge,30281-2605,Eric,Watson,,ewatson@henry.k12.ga.us,770.474.8747,
2012,675,Henry County,0297,Hickory Flat Elementary School,E,PK-05,841 Brannan Rd,Mcdonough,GA,30253-4749,841 Brannan Rd,Mcdonough,30253-4749,Paula,Crumbley,,paula.crumbley@henry.k12.ga.us,770.898.0107,770.898.0114
2012,675,Henry County,0303,Unity Grove Elementary School,E,PK-05,1180 Leguin Mill Rd,Locust Grove,GA,30248-3210,1180 Leguin Mill Rd,Locust Grove,30248-3210,Anne,Wilson,,anne.wilson@henry.k12.ga.us,770.898.8886,770.898.8834
2012,675,Henry County,0307,Ola High School,H,09-12,357 N Ola Rd ,Mcdonough,GA,30252-5621,357 N Ola Rd ,Mcdonough,30252-5621,Ross,Iddings,,ross.iddings@henry.k12.ga.us,770.288.3222,..
2012,675,Henry County,0308,Woodland Middle School,M,06-08,820 Moseley Dr ,Stockbridge,GA,30281-2904,820 Moseley Dr ,Stockbridge,30281-2904,Terry,Oatts,,terry.oatts@henry.k12.ga.us,770.389.2774,
2012,675,Henry County,0391,Eagle's Landing High School,H,09-12,301 Tunis Rd,Mcdonough,GA,30253-4204,301 Tunis Rd,Mcdonough,30253-4204,Gabriel,Crerie,,gabriel.crerie@henry.k12.ga.us,770.954.9515,770.914.9789
2012,675,Henry County,0394,Eagle's Landing Middle School,M,06-08,295 Tunis Rd,Mcdonough,GA,30253-4202,295 Tunis Rd,Mcdonough,30253-4202,Earlene,Crump,,earlene.crump@henry.k12.ga.us,770.914.8189,770.914.2989
2012,675,Henry County,0397,Austin Road Middle School,M,06-08,100 Austin Rd ,Stockbridge,GA,30281-1247,100 Austin Rd ,Stockbridge,30281-1247,Cheryl,Carter,,cherylcarter@henry.k12.ga.us,770.507.5407,770.507.5413
2012,675,Henry County,0403,Red Oak Elementary School,E,PK-05,175 Monarch Village Way,Stockbridge,GA,30281-9113,175 Monarch Village Way,Stockbridge,30281-9113,Tracy,Neal-Bulls,,tracy.neal-bulls@henry.k12.ga.us,770.389.1464,770.389.1737
2012,675,Henry County,0407,New Hope Elementary,E,PK-05,1655 New Hope Rd ,Locust Grove,GA,30248-2236,1655 New Hope Rd ,Locust Grove,30248-2236,Tim,Tilley,,tim.tilley@henry.k12.ga.us,770.898.7362,..
2012,675,Henry County,0408,Woodland High School,H,09-12,800 Moseley Dr ,Stockbridge,GA,30281-2904,800 Moseley Dr ,Stockbridge,30281-2904,Bret,Cook,,bret.cook@henry.k12.ga.us,770.389.2784,
2012,675,Henry County,0409,Tussahaw Elementary,E,PK-05,225 Coan Dr,Mcdonough,GA,30252-7641,225 Coan Dr,Mcdonough,30252-7641,Carl,Knowlton,,carl.knowlton@henry.k12.ga.us,770.957.0164,
2012,675,Henry County,0503,Flippen Elementary School,E,PK-05,425 Peach Dr,Mcdonough,GA,30253-4615,425 Peach Dr,Mcdonough,30253-4615,Toni,Obenauf,Lane,toni.obenhauf@henry.k12.ga.us,770.954.3522,770.954.3525
2012,675,Henry County,0507,Ola Middle School,M,06-08,353 N Ola Rd ,Mcdonough,GA,30252-5621,353 N Ola Rd ,Mcdonough,30252-5621,Joe,Landerman,,joe.landerman@henry.k12.ga.us,770.288.2108,..
2012,675,Henry County,0509,Rock SPring Elementary,E,PK-05,1550 Stroud Rd,Mcdonough,GA,30252-6265,1550 Stroud Rd,Mcdonough,30252-6265,Tracy,DiSario,,Tracy.DiSario@henry.k12.ga.us,770.957.6851,
2012,675,Henry County,0603,Luella Middle School,M,06-08,2075 Hampton Locust Grove Rd,Locust Grove,GA,30248-2017,2075 Hampton Locust Grove Rd,Locust Grove,30248-2017,Aaryn,Schmuhl,,aaryn.schmuhl@henry.k12.ga.us,678.583.8919,678.583.8920
2012,675,Henry County,0703,Union Grove Middle,M,06-08,210 E Lake Rd,Mcdonough,GA,30252-4813,210 E Lake Rd,Mcdonough,30252-4813,Tom,Moreland,,thomas.moreland@henry.k12.ga.us,678.583.8978,678.583.8580
2012,675,Henry County,0803,McDonough Elementary School,E,PK-05,330 Tomlinson St ,Mcdonough,GA,30253-2401,330 Tomlinson St ,Mcdonough,30253-2401,Gena,Williams,,gena.williams@henry.k12.ga.us,770.957.4101,770.957.0372
2012,675,Henry County,1050,Fairview Elementary School,E,PK-05,458 Fairview Rd,Stockbridge,GA,30281-1040,458 Fairview Rd,Stockbridge,30281-1040,Vaneisa,Benjamin,,Vaneisa.Benjamin@henry.k12.ga.us,770.474.8265,770.474.5528
2012,675,Henry County,2050,Hampton Elementary School,E,PK-05,10 Central Ave,Hampton,GA,30228-2162,10 Central Ave,Hampton,30228-2162,Debbie,Collins,,debra.collins@henry.k12.ga.us,770.946.4345,770.946.3472
2012,675,Henry County,2552,Smith-Barnes Elementary School,E,04-05,147 Tye St ,Stockbridge,GA,30281-3507,147 Tye St ,Stockbridge,30281-3507,Michael,Eddy,,michael.eddy@henry.k12.ga.us,770.474.4066,770.474.0039
2012,675,Henry County,3050,Henry County High School,H,09-12,401 Tomlinson St,Mcdonough,GA,30253-2412,401 Tomlinson St,Mcdonough,30253-2412,Scott,John,,scott.john@henry.k12.ga.us,770.957.3943,770.957.0368
2012,675,Henry County,3052,Stockbridge Elementary School,E,PK-03,4617 N Henry Blvd ,Stockbridge,GA,30281-3648,4617 N Henry Blvd ,Stockbridge,30281-3648,Bonita,Fluker,,bonita.fluker@henry.k12.ga.us,770.474.8743,770.474.2357
2012,675,Henry County,4050,Henry County Middle School,M,06-08,166 Holly Smith Dr,Mcdonough,GA,30253-6747,166 Holly Smith Dr,Mcdonough,30253-6747,Kimberly,Anderson,,kimberly.anderson@henry.k12.ga.us,770.957.3945,770.914.9537
2012,675,Henry County,5050,Locust Grove Elementary School,E,PK-05,95 L G Griffin Rd,Locust Grove,GA,30248-4302,95 L G Griffin Rd ,Locust Grove,30248-4302,Christi ,Peterman,,christi.peterman@henry.k12.ga.us,770.957.5416,770.957.4775
2012,675,Henry County,5052,Stockbridge Middle School,M,06-08,533 Old Conyers Rd,Stockbridge,GA,30281-2507,533 Old Conyers Rd,Stockbridge,30281-2507,Lynett,Falkner,,lynett.falkner@henry.k12.ga.us,770.474.5710,770.507.8406
2012,676,Houston County,0100,Eagle Springs Elementary,E,PK-05,3591 US Highway 41 N,Byron,GA,31008-3709,3591 US Highway 41 N,Byron,31008-3709,Andrea,McGee,,,478.953.0450,478.953.0444
2012,676,Houston County,0102,Linwood Elementary School,E,PK-05,1050 Education Way ,Warner Robins,GA,31098-1043,1050 Education Way ,Warner Robins,31098-1043,Lazunia,Frierson,,,478.929.6361,478.929.6366
2012,676,Houston County,0103,Lake Joy Primary School,E,PK-02,995 Lake Joy Rd ,Warner Robins,GA,31088-3003,995 Lake Joy Rd ,Warner Robins,31088-3003,April,Strevig,,,478.953.0465,478.953.0473
2012,676,Houston County,0104,David A. Perdue Primary ,E,PK-02,150 Bear Country Blvd,Warner Robins,GA,31088-0738,150 Bear Country Blvd,Warner Robins,31088-0738,Leslie  ,Shultz,,,478.218.7500,478.218.7508
2012,676,Houston County,0105,Huntington Middle School,M,06-08,206 Wellborn Rd ,Warner Robins,GA,31088-4828,206 Wellborn Rd ,Warner Robins,31088-4828,Gwendolyn,Taylor,,,478.542.2240,478.542.2247
2012,676,Houston County,0108,Mossy Creek Middle School,M,06-08,200 Danny Carpenter Dr ,Kathleen,GA,31047-3006,200 Danny Carpenter Dr ,Kathleen,31047-3006,Elizabeth,Busbee,Paige,pbusbee@hcbe.net ,478.988.6171,..
2012,676,Houston County,0111,Veterans High School,H,09-12,340 Piney Grove Rd,Kathleen,GA,31047-2605,340 Piney Grove Rd,Kathleen,31047-2605,Lionel,Brown ,,lionel.brown@hcbe.net,478.218.7537,
2012,676,Houston County,0175,Pearl Stephens Elementary School,E,PK-05,215 Scott Blvd,Warner Robins,GA,31088-4382,215 Scott Blvd,Warner Robins,31088-4382,Deborah,Moore-Sanders,,,478.929.7895,478.929.7109
2012,676,Houston County,0191,Northside Elementary School,E,PK-05,305 Sullivan Rd,Warner Robins,GA,31093-7036,305 Sullivan Rd,Warner Robins,31093-7036,Jodi,Clark,S,,478.929.7816,478.329.2233
2012,676,Houston County,0192,Houston County High School,H,09-12,920 Ga Highway 96,Warner Robins,GA,31088-2502,920 Ga Highway 96,Warner Robins,31088-2502,Michelle,Masters,,michelle.masters@hcbe.net,478.988.6340,478.988.6341
2012,676,Houston County,0194,Perdue Elementary School,E,03-05,115 Sutherlin Dr ,Warner Robins,GA,31088-2259,115 Sutherlin Dr ,Warner Robins,31088-2259,Shawn,Carpenter,,Shawn.carpenter@hcbe.net,478.988.6350,478.988.6109
2012,676,Houston County,0195,Quail Run Elementary School,E,PK-05,250 Smithville Church Rd ,Warner Robins,GA,31088-7802,250 Smithville Church Rd ,Warner Robins,31088-7802,Cheryl,Thomas,,,478.953.0415,478.953.0425
2012,676,Houston County,0196,Feagin Mill Middle School,M,06-08,1200 Feagin Mill Rd ,Warner Robins,GA,31088-2904,1200 Feagin Mill Rd ,Warner Robins,31088-2904,Jesse,Davis,Whitaker,,478.953.0430,478.953.0438
2012,676,Houston County,0199,Matthew Arthur Elementary School,E,PK-05,2500 Ga Highway 127 ,Kathleen,GA,31047-2828,2500 Ga Highway 127 ,Kathleen,31047-2828,Dr. Jolie,Hardin,,,478.988.6170,478.988.6178
2012,676,Houston County,0200,Perry Middle School,M,06-08,495 Perry Pkwy ,Perry,GA,31069-2862,495 Perry Pkwy,Perry,31069-2862,Thomas,Moore,,,478.988.6285,478.988.6345
2012,676,Houston County,0204,Thomson Middle School,M,06-08,301 Thomson Rd,Centerville,GA,31028-1025,301 Thomson Rd,Centerville,31028-1025,Tammy,Dunn,,,478.953.0488,478.953.0484
2012,676,Houston County,0208,Lake Joy Elementary School,E,03-05,985 Lake Joy Rd ,Warner Robins,GA,31088-3003,985 Lake Joy Rd ,Warner Robins,31088-3003,Douglas,Rizer,,,478.971.2712,..
2012,676,Houston County,0296,Bonaire Middle School,M,06-08,125 Ga Highway 96 E,Bonaire,GA,31005-3461,125 Ga Highway 96 E,Bonaire,31005-3461,Cynthia,Randall,,,478.929.6236,478.929.6245
2012,676,Houston County,0300,Houston County Career Academy,H,09-12,1311 Corder Rd ,Warner Robins,GA,31088-7117,1311 Corder Rd ,Warner Robins,31088-7117,Sabrina,Phelps,,sabrina.phelps@hcbe.net,478.322.3280,478.322.3294
2012,676,Houston County,0309,Hilltop Elementary School,E,PK-05,301 Robert Bryson Smith Pkwy ,Bonaire,GA,31005-5201,301 Robert Bryson Smith Pkwy ,Bonaire,31005-5201,Ray,Mashburn,,ed.mashburn@hcbe.net,478.929.6114,
2012,676,Houston County,0400,Perry Primary School,E,PK-01,1500 Sunshine Ave ,Perry,GA,31069-3610,1500 Sunshine Ave ,Perry,31069-3610,Elgin,Mayfield,,,478.988.6160,478.988.6166
2012,676,Houston County,1050,Bonaire Elementary School,E,PK-05,101 Elm St,Bonaire,GA,31005-3433,101 Elm St,Bonaire,31005-3433,Jessie,Jones,,,478.929.7826,478.542.2281
2012,676,Houston County,1052,Northside Middle School,M,06-08,500 Johnson Rd,Warner Robins,GA,31093-1520,500 Johnson Rd,Warner Robins,31093-1520,Jan,Melnick,,,478.929.7845,478.929.7124
2012,676,Houston County,1054,Perry High School,H,09-12,1307 North Ave,Perry,GA,31069-2614,1307 North Ave,Perry,31069-2614,Darryl,Albritton,,,478.988.6297,478.988.6381
2012,676,Houston County,1058,Watson Center,M,06-08,401 Dover Dr,Warner Robins,GA,31088-4936,401 Dover Dr,Warner Robins,31088-4936,Ronnie,Walker,,ronnie.walker@hcbe.net,478.929.7828,478.329.2218
2012,676,Houston County,2050,Centerville Elementary School,E,PK-05,450 N Houston Lake Blvd,Centerville,GA,31028-1120,450 N Houston Lake Blvd,Centerville,31028-1120,Tonya,Maddox,,,478.953.0400,4789530411
