Division  Num ,Division Name ,NCES School Num ,School  Num ,School Name ,Low  Grades ,High  Grades ,Division  Description ,School Description ,Grade  Standard ,Schedule ,Principal ,Address1 ,City ,State ,Zip ,Phone  Number ,Fall  Membership  Schools,Address
43,Henrico County Public Schools,5.10E+11,630,R.C. Longan Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Melanie S. Peugh ,9200 Mapleview Ave,Richmond,VA,23294,804-527-4640,Membership,
43,Henrico County Public Schools,5.10E+11,90,Ridge Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Katina W. Otey ,8910 Three Chopt Rd,Richmond,VA,23229,804-673-3745,Membership,
43,Henrico County Public Schools,5.10E+11,240,Rivers Edge Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Johnna W. Riley ,11600 Holman Ridge Rd.,Glen Allen,VA,23059,804-935-6760,Membership,
43,Henrico County Public Schools,5.10E+11,650,Ruby F. Carver Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Eric T. Armbruster ,1801 Lauderdale Rd,Richmond,VA,23233,804-750-2640,Membership,
43,Henrico County Public Schools,5.10E+11,220,Sandston Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Mary E. Cox ,7 Naglee Ave,Sandston,VA,23150,804-328-4055,Membership,
43,Henrico County Public Schools,5.10E+11,550,Seven Pines Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Terri W. Mothershead ,301 Beulah Rd,Sandston,VA,23150,804-328-4065,Membership,
43,Henrico County Public Schools,5.10E+11,710,Shady Grove Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Regina V. Schwab ,12200 Wyndham Lake Dr,Glen Allen,VA,23059,804-360-0825,Membership,
43,Henrico County Public Schools,5.10E+11,60,Short Pump Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Amy H. Hand ,3425 Pump Rd,Richmond,VA,23233,804-360-0812,Membership,
43,Henrico County Public Schools,5.10E+11,80,Short Pump Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Dr. Mark E. Chamberlain ,4701 Pouncey Tract Rd,Glen Allen,VA,23060,804-360-0800,Membership,
43,Henrico County Public Schools,5.10E+11,480,Skipwith Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Kaye M. Thomas ,2401 Skipwith Rd,Richmond,VA,23294,804-527-4650,Membership,
43,Henrico County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
43,Henrico County Public Schools,5.10E+11,230,Springfield Park Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Tamara B. Jones ,4301 Fort McHenry Pkwy,Glen Allen,VA,23060,804-527-4630,Membership,
43,Henrico County Public Schools,5.10E+11,10,Three Chopt Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Dana V. Baldacci ,1600 Skipwith Rd,Richmond,VA,23229,804-673-3755,Membership,
43,Henrico County Public Schools,5.10E+11,360,Tuckahoe Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Sonia M. Ford ,701 Forest Ave,Richmond,VA,23229,804-673-3765,Membership,
43,Henrico County Public Schools,5.10E+11,520,Tuckahoe Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Ms. Marilyn H. Royal ,9000 Three Chopt Rd,Richmond,VA,23229,804-673-3720,Membership,
43,Henrico County Public Schools,5.10E+11,310,Twin Hickory Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Michael  Dussault ,4900 Twin Hickory Lake Dr,Glen Allen,VA,23059,804-360-4700,Membership,
43,Henrico County Public Schools,5.10E+11,290,Varina Elementary,3,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Markham H. Tyler ,2551 New Market Rd,Richmond,VA,23231,804-795-7010,Membership,
43,Henrico County Public Schools,5.10E+11,580,Varina High,9,12,Local Education Agency,Public school - Regular,High,7 A/B,Ms. Ann Marie  Seely ,7053 Messer Rd,Richmond,VA,23231,804-226-8700,Membership,
43,Henrico County Public Schools,5.10E+11,810,Virginia Randolph Education Center,,,Local Education Agency,Public center - Special Education,,,Ms. Diana C. Morris ,2206 Mountain Rd.,Glen Allen,VA,23060,804-261-5090,Non-Membership,
44,Henry County Public Schools,5.10E+11,361,Axton Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Jo Ellen Hylton ,1500 Axton School Road,Axton,VA,24054,276-650-1193,Membership,
44,Henry County Public Schools,5.10E+11,10,Bassett High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mr. John M. Gibbs ,85 Riverside Dr,Bassett,VA,24055,276-629-1731,Membership,
44,Henry County Public Schools,5.10E+11,590,Campbell Court Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Pattie B. Walmsley ,220 Campbell Ct,Bassett,VA,24055,276-629-5344,Membership,
44,Henry County Public Schools,5.10E+11,480,Carver Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Judy  Edmonds ,220 Trott Circle,Martinsville,VA,24112,276-957-2226,Membership,
44,Henry County Public Schools,5.10E+11,662,Collinsville Primary,PK,2,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Lisa  Millner ,15 Primary School Rd,Collinsville,VA,24078,276-647-8932,Membership,
44,Henry County Public Schools,5.10E+11,530,Drewry Mason Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Sherri G. Lewis ,45 Drewry Mason Drive,Ridgeway,VA,24148,276-956-3154,Membership,
44,Henry County Public Schools,5.10E+11,620,Fieldale-Collinsville Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mrs. Wendy S. Durham ,645 Miles Road,Collinsville,VA,24078,276-647-3841,Membership,
44,Henry County Public Schools,5.10E+11,661,John Redd Smith Elementary,3,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Benjamin D Boone ,40 School Dr,Collinsville,VA,24078,276-647-7676,Membership,
44,Henry County Public Schools,5.10E+11,670,Laurel Park Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Ben  Gravely ,280 Laurel Park Avenue,Martinsville,VA,24112,276-632-7216,Membership,
44,Henry County Public Schools,,9997,Local or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,P.O. Box 8958,Collinsville,VA,24078,540-634-4736,Membership,
44,Henry County Public Schools,5.10E+11,20,Magna Vista High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mrs. Gracie R. Agnew ,701 Magna Vista School Rd,Ridgeway,VA,24148,276-956-3147,Membership,
44,Henry County Public Schools,5.10E+11,872,Mount Olivet Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Elizabeth  Minter ,255 Lancer Lane,Martinsville,VA,24112,276-638-1022,Membership,
44,Henry County Public Schools,5.10E+11,740,Rich Acres Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Elizabeth F. Hussey ,400 Rich Acres School Rd,Martinsville,VA,24112,276-638-3366,Membership,
44,Henry County Public Schools,5.10E+11,220,Sanville Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Sally T. Rodgers ,19 Sanville School Rd,Bassett,VA,24055,276-629-5301,Membership,
44,Henry County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
44,Henry County Public Schools,5.10E+11,760,Stanleytown Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Laryssa  Hairston-Penn ,74 Edgewood Dr,Stanleytown,VA,24168,276-629-5084,Membership,
45,Highland County Public Schools,5.10E+11,110,Highland Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Teresa Kay Blum ,P.O. Box 310,Monterey,VA,24465,540-468-6360,Membership,
45,Highland County Public Schools,5.10E+11,220,Highland High,6,12,Local Education Agency,Public school - Regular,Combined,7 period,April  Goff ,PO Box 430,Monterey,VA,24465,540-468-6320,Membership,
45,Highland County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
114,Hopewell Public Schools,5.10E+11,110,Carter G. Woodson Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Shannon  Royster ,1000 Winston Churchill Drive,Hopewell,VA,23860,804-541-6404,Membership,
114,Hopewell Public Schools,5.10E+11,40,Dupont Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Carla M. Fizer ,1000 Winston Churchill Drive,Hopewell,VA,23860,804-541-6406,Membership,
114,Hopewell Public Schools,5.10E+11,140,Harry E. James Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Sandra B. Morton ,1807 Arlington Rd,Hopewell,VA,23860,804-541-6408,Membership,
114,Hopewell Public Schools,5.10E+11,120,Hopewell High,9,12,Local Education Agency,Public school - Regular,High,4X4,Dr. Rodney L. Berry ,400 S Mesa Dr,Hopewell,VA,23860,804-541-6402,Membership,
114,Hopewell Public Schools,5.10E+11,153,Hopewell ISAEP Center,,,Local Education Agency,Public center - Alternative,,,   ,400 S. Mesa Dr.,Hopewell,VA,23860,804-541-6402,Non-Membership,
114,Hopewell Public Schools,5.10E+11,70,Patrick Copeland Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Susan S. Jones ,400 Westhill Drive,Hopewell,VA,23860,804-541-6410,Membership,
114,Hopewell Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,804-541-6400,Non-Membership,
114,Hopewell Public Schools,5.10E+11,100,Woodlawn Learning Ctr.,,,Local Education Agency,Public center - Alternative,,,Mrs. Belinda S. Piercy ,1100 Dinwiddie Ave,Hopewell,VA,23860,804-541-6414,Non-Membership,
114,Hopewell Public Schools,5.10E+11,151,Woodlawn Pre-School Learning Center,PK,PK,Local Education Agency,Public school - Preschool,Elementary,Traditional Elementary,   ,1100 Dinwiddie Ave.,Hopewell,VA,23860,804-541-6414,Membership,
46,Isle of Wight County Public Schools,5.10E+11,421,Carrollton Elementary,PK,3,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Kevin  Goetz ,14440 New Towne Haven Ln,Carrollton,VA,23314,757-238-2452,Membership,
46,Isle of Wight County Public Schools,5.10E+11,280,Carrsville Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Laura  Matthews ,PO Box 128,Carrsville,VA,23315,757-562-4054,Membership,
46,Isle of Wight County Public Schools,5.10E+11,320,Hardy Elementary,PK,3,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Tawana  Ford ,9311 Hardy Circle,Smithfield,VA,23430,757-357-3204,Membership,
46,Isle of Wight County Public Schools,5.10E+11,40,Smithfield High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mrs. Joyce  McDowell ,14171 Turner Dr,Smithfield,VA,23430,757-357-3108,Membership,
46,Isle of Wight County Public Schools,5.10E+11,50,Smithfield Middle,7,8,Local Education Agency,Public school - Regular,Middle,6 period,Mr. Jeffrey  Mordica ,14175 Turner Drive,Smithfield,VA,23430,757-365-4100,Membership,
46,Isle of Wight County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
46,Isle of Wight County Public Schools,5.10E+11,424,Westside Elementary,4,6,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Clint  Walters ,800 Main Street,Smithfield,VA,23430,757-357-3021,Membership,
46,Isle of Wight County Public Schools,5.10E+11,240,Windsor Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Simone  Terry ,20008 Courthouse Hwy,Windsor,VA,23487,757-242-4193,Membership,
46,Isle of Wight County Public Schools,5.10E+11,250,Windsor High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mr. Daniel  Soderholm ,24 Church St,Windsor,VA,23487,757-242-6172,Membership,
46,Isle of Wight County Public Schools,5.10E+11,422,Windsor Middle,6,8,Local Education Agency,Public school - Regular,Middle,6 period,Mrs. Susan  Goetz ,23320 N. Court St.,Windsor,VA,23487,757-242-3229,Membership,
48,King George County Public Schools,5.10E+11,100,King George Elementary,KG,6,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Ronald  Monroe ,10381 Ridge Road,King George,VA,22485,540-775-5411,Membership,
48,King George County Public Schools,5.10E+11,120,King George High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mr. Clifton  Conway II,10100 Foxes Way,King George,VA,22485,540-775-3535,Membership,
48,King George County Public Schools,5.10E+11,10,King George Middle,7,8,Local Education Agency,Public school - Regular,Middle,6 period,Mr. Kevin  Newman ,8246 Dahlgren Road,King George,VA,22485,540-775-2331,Membership,
48,King George County Public Schools,5.10E+11,50,Potomac Elementary,KG,6,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Angela  Harris ,PO Box 314,Dahlgren,VA,22448,540-663-3322,Membership,
48,King George County Public Schools,5.10E+11,221,Sealston Elementary,KG,6,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Elizabeth  Yezierski ,11048 Fletcher's Chapel Rd.,King George,VA,22485,540-775-3400,Membership,
48,King George County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
50,King William County Public Schools,5.10E+11,180,Acquinton Elementary,3,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Tara  Garner ,18550 King William Road,King William,VA,23086,804-769-3434,Membership,
50,King William County Public Schools,5.10E+11,190,Cool Spring Primary,PK,2,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Lisa  Thompson ,7301 Acquinton Church Rd.,King William,VA,23086,804-769-3434,Membership,
50,King William County Public Schools,5.10E+11,160,Hamilton Holmes Middle,6,8,Local Education Agency,Public school - Regular,Middle,6 period,Mrs. Beverly  Young ,18444 King William Road,King William,VA,23086,804-769-3434,Membership,
50,King William County Public Schools,5.10E+11,130,King William High,9,12,Local Education Agency,Public school - Regular,High,7 A/B,Dr. Stanley P. Waskiewicz ,80 Cavalier Drive,King William,VA,23086,804-769-3434,Membership,
50,King William County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
49,King and Queen County Public Schools,5.10E+11,280,Central High,8,12,Local Education Agency,Public school - Regular,High,7 period,Mr. Antione  Monroe ,17024 The Trail,King And Queen C H,VA,23085,804-785-6102,Membership,
49,King and Queen County Public Schools,5.10E+11,200,King & Queen Elementary,PK,7,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Carol B. Carter ,24667 The Trail,Mattaponi,VA,23110,804-785-5830,Membership,
49,King and Queen County Public Schools,5.10E+11,290,Lawson-Marriott Elementary,PK,7,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Cora  Coefield ,1599 Newtown Rd,St Stephens Church,VA,23148,804-769-3116,Membership,
49,King and Queen County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
51,Lancaster County Public Schools,5.10E+11,10,Lancaster High,9,12,Local Education Agency,Public school - Regular,High,7 period,   ,PO Box 790,Lancaster,VA,22503,804-462-5177,Membership,
51,Lancaster County Public Schools,5.10E+11,110,Lancaster Middle,4,8,Local Education Agency,Public school - Regular,Combined,7 period,   ,191 School Street,Kilmarnock,VA,22482,804-435-1681,Membership,
51,Lancaster County Public Schools,5.10E+11,210,Lancaster Primary,PK,3,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Holly  Wargo ,36 Primary School Circle,Lancaster,VA,22503,804-435-3196,Membership,
51,Lancaster County Public Schools,,9997,Local or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,P.O. Box 2000,Kilmarnock,VA,22482,804-435-3183,Membership,
51,Lancaster County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
52,Lee County Public Schools,5.10E+11,160,Dryden Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Mona Marie Baker ,Route 1 Box 1825,Dryden,VA,24243,276-546-4443,Membership,
52,Lee County Public Schools,5.10E+11,330,Elk Knob Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Lisa  Willis ,Rt 2 Box 193,Pennington Gap,VA,24277,276-546-1837,Membership,
52,Lee County Public Schools,5.10E+11,820,Elydale Elementary,5,7,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Tara E. Williams ,Rt 2 Box 557,Ewing,VA,24248,276-445-4439,Membership,
52,Lee County Public Schools,5.10E+11,630,Flatwoods Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,   ,Rt 1 Box 552,Jonesville,VA,24263,276-346-2799,Membership,
52,Lee County Public Schools,5.10E+11,470,Jonesville Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 period,   ,Rt 1 Box 104h,Jonesville,VA,24263,276-346-1011,Membership,
52,Lee County Public Schools,5.10E+11,370,Lee County Career & Tech. Center,,,Local Education Agency,Public center - Career and Technical Ed.,,7 period,Mr. Terry  Welch ,PO Box 100,Ben Hur,VA,24218,276-346-1960,Non-Membership,
52,Lee County Public Schools,5.10E+11,300,Lee High,9,12,Local Education Agency,Public school - Regular,High,7 period,   ,Rt 2 Box 3145,Jonesville,VA,24263,276-346-0173,Membership,
52,Lee County Public Schools,,9997,Local or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,5 Park St,Jonesville,VA,24263,540-346-2107,Membership,
52,Lee County Public Schools,5.10E+11,290,Pennington Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 period,Michelle  Warner ,201 Middle School Dr,Pennington Gap,VA,24277,276-546-1453,Membership,
52,Lee County Public Schools,5.10E+11,670,Rose Hill Elementary,PK,4,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Lynn B. Metcalfe ,Rr 1 Box 136,Rose Hill,VA,24281,276-445-4094,Membership,
52,Lee County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
52,Lee County Public Schools,5.10E+11,200,St. Charles Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Brian  Dean ,1 Main Street,Saint Charles,VA,24282,276-383-4531,Membership,
52,Lee County Public Schools,5.10E+11,880,Thomas Walker High,8,12,Local Education Agency,Public school - Regular,High,7 period,Mr. Ron  Earley ,PO Box 39,Ewing,VA,24248,276-445-4111,Membership,
137,Lexington Public Schools,5.10E+11,1390,Harrington Waddell Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Lisa  Clark ,100 Pendleton Place,Lexington,VA,24450,540-463-5353,Membership,
137,Lexington Public Schools,5.10E+11,1440,Lylburn Downing Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Richard N. Dowd ,302 Diamond St,Lexington,VA,24450,540-463-3532,Membership,
137,Lexington Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,
53,Loudoun County Public Schools,5.10E+11,510,Aldie Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Shawn  Lyons ,23269 Meetinghouse Ln,Aldie,VA,20105,703-957-4380,Membership,
53,Loudoun County Public Schools,5.10E+11,150,Algonkian Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Jennifer  Steeprow ,20196 Carter Court,Sterling,VA,20165,571-434-3240,Membership,
53,Loudoun County Public Schools,5.10E+11,610,Arcola Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Clark  Bowers ,41740 Tall Cedars Parkway,Aldie,VA,20105,703-957-4390,Membership,
53,Loudoun County Public Schools,5.10E+11,170,Ashburn Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Michelle  Walthour ,44062 Fincastle Dr,Ashburn,VA,20147,571-252-2350,Membership,
53,Loudoun County Public Schools,5.10E+11,220,Ball's Bluff Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Melinda D. Carper ,821 Battlefield Pkwy NE,Leesburg,VA,20176,571-252-2880,Membership,
53,Loudoun County Public Schools,5.10E+11,650,Banneker Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Deborah  Lee ,35231 Snake Hill Rd,Middleburg,VA,20117,540-751-2480,Membership,
53,Loudoun County Public Schools,5.10E+11,940,Belmont Ridge Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Ryan  Hitchman ,19045 Upper Belmont Place,Leesburg,VA,20176,571-252-2220,Membership,
53,Loudoun County Public Schools,5.10E+11,300,Belmont Station Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Lori  Mercer ,20235 Nightwatch St.,Ashburn,VA,20147,571-252-2240,Membership,
53,Loudoun County Public Schools,5.10E+11,790,Blue Ridge Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Brion  Bell ,551 East A St,Purcellville,VA,20132,540-751-2520,Membership,
53,Loudoun County Public Schools,5.10E+11,420,Briar Woods High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Mr. Edward A. Starzenski ,22525 Belmont Ridge Road,Ashburn,VA,20148,703-957-4400,Membership,
53,Loudoun County Public Schools,5.10E+11,740,Broad Run High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Doug  Anderson ,21670 Ashburn Rd,Ashburn,VA,20147,571-252-2300,Membership,
53,Loudoun County Public Schools,5.10E+11,450,Buffalo Trail Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Alisa  Rogaliner ,42190 Seven Hills Drive,Aldie,VA,20105,703-722-2780,Membership,
53,Loudoun County Public Schools,5.10E+11,710,Catoctin Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Jennifer  Rueckert ,311 Catoctin Circle SW,Leesburg,VA,20175,571-252-2940,Membership,
53,Loudoun County Public Schools,5.10E+11,840,Cedar Lane Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Robert  Marple ,43700 Tolamac Dr,Ashburn,VA,20147,571-252-2120,Membership,
53,Loudoun County Public Schools,5.10E+11,160,Cool Spring Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Jill M. Broaddus ,501 Tavistock Dr SE,Leesburg,VA,20175,571-252-2890,Membership,
53,Loudoun County Public Schools,5.10E+11,890,Countryside Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Richard  Rudnick ,20624 Countryside Blvd.,Sterling,VA,20165,571-434-3250,Membership,
53,Loudoun County Public Schools,5.10E+11,540,Creighton's Corner Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Christopher  Knott ,23171 Minerva Drive,Ashburn,VA,20148,703-957-4480,Membership,
53,Loudoun County Public Schools,5.10E+11,1000,Discovery Elementary School,PK,5,Local Education Agency,Public school - Regular,Elementary,,James  Dallas ,44020 Grace Bridge Drive,Ashburn,VA,20147,571-252-2370,Membership,
53,Loudoun County Public Schools,5.10E+11,31,Dominion High,PK,12,Local Education Agency,Public school - Regular,Combined,8 A/B,Dr. W. John Brewer ,21326 Augusta Dr.,Sterling,VA,20164,571-434-4400,Membership,
53,Loudoun County Public Schools,5.10E+11,470,Dominion Trail Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Jeff  Joseph ,44045 Bruceton Mills Circle,Ashburn,VA,20147,571-252-2340,Membership,
53,Loudoun County Public Schools,,1071,Douglass Community/Leesburg Elementary Annex,,,Local Education Agency,Annex to a public school,,,   ,407 E. Market Street,Leesburg,VA,20176,703-771-6550,Non-Membership,
53,Loudoun County Public Schools,5.10E+11,620,Douglass School,,,Local Education Agency,Public center - Alternative,,,Dr. John H. Robinson ,407 E. Market St.,Leesburg,VA,20176,571-252-2060,Non-Membership,
53,Loudoun County Public Schools,5.10E+11,880,Eagle Ridge Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Scott  Phillips ,42901 Waxpool Rd,Ashburn,VA,20148,571-252-2140,Membership,
53,Loudoun County Public Schools,5.10E+11,730,Emerick Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Dawn E. Haddock ,440 S Nursery Ave,Purcellville,VA,20132,540-571-2440,Membership,
53,Loudoun County Public Schools,5.10E+11,190,Evergreen Mill Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Michael A. Pellegrino ,491 Evergreen Mill Rd SE,Leesburg,VA,20175,571-252-2900,Membership,
53,Loudoun County Public Schools,5.10E+11,210,Farmwell Station Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Ms. Sherryl D. Loya ,44281 Gloucester Pkwy,Ashburn,VA,20147,571-252-2320,Membership,
53,Loudoun County Public Schools,5.10E+11,970,Forest Grove Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Lance C. Pace ,46245 Forest Ridge Dr.,Sterling,VA,20164,703-434-4560,Membership,
53,Loudoun County Public Schools,5.10E+11,91,Frances Hazel Reid Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Brenda  Jochems ,800 N. King St.,Leesburg,VA,20176,571-252-2050,Membership,
53,Loudoun County Public Schools,5.10E+11,530,Frederick Douglass Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Timothy  Martino ,510 Principal Drummond Way SE,Leesburg,VA,20175,571-252-1920,Membership,
53,Loudoun County Public Schools,5.10E+11,120,Freedom High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Douglas  Fulton ,25450 Riding Center Drive,South Riding,VA,20152,703-957-4300,Membership,
53,Loudoun County Public Schools,5.10E+11,720,Guilford Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,David  Stewart ,600 W Poplar Rd,Sterling,VA,20164,571-434-4550,Membership,
53,Loudoun County Public Schools,5.10E+11,230,Hamilton Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Teri  Finn ,54 S Kerr St,Hamilton,VA,20158,540-751-2570,Membership,
53,Loudoun County Public Schools,5.10E+11,921,Harmony Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Mr. Eric L. Stewart ,38174 W. Colonial Highway,Hamilton,VA,20158,540-751-2500,Membership,
53,Loudoun County Public Schools,5.10E+11,520,Harper Park Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Elizabeth Beth  Robinson ,701 Potomac Station Dr NE,Leesburg,VA,20176,571-252-2820,Membership,
53,Loudoun County Public Schools,5.10E+11,900,Heritage High,PK,12,Local Education Agency,Public school - Regular,Combined,8 A/B,Jeffrey  Adam ,520 Evergreen Mill Rd. SE,Leesburg,VA,20175,571-252-2800,Membership,
