Address,Website,District Number,District Name,School Number,School Name,Total Points 2013,Scale,Did this School Benefit from the One-Letter-Grade-Drop Protection?,Marker_Type,Preliminary Grade 2013,Grade 2012,Grade 2011,Grade 2010,Grade 2009,Grade 2008,Grade 2007,Grade 2006,Grade 2005,Grade 2004,Grade 2003,Grade 2002,Grade 2001,Grade 2000,Grade 1999,Charter,School Type,Free or Reduced-Price Lunch Rate,Minority Rate,Region,Title I,Alt/ESE Code
"MULLER ELEMENTARY MAGNET SCHOOL 400 INDIAN TRCE, WESTON, FL, 33326-2993",                                                                                                    ,29,HILLSBOROUGH,3181,MULLER ELEMENTARY MAGNET SCHOOL,435,800,YES,measle_turquoise,C,B,B,B,B,B,D,A,C,C,C,N,,,,YES,4,78,92,3,YES,N
"BING ELEMENTARY SCHOOL 400 SW 258TH ST, NEWBERRY, FL, 32669-4112",http://www.sbac.edu/pages/ACPS                                                                      ,29,HILLSBOROUGH,261,BING ELEMENTARY SCHOOL,404,800,NA,measle_turquoise,C,B,A,B,B,D,C,B,B,B,B,C,C,C,C,NO,1,100,45,1,YES,N
"USF/PATEL PARTNERSHIP ELEMENTARY 409 SW STJOHNS ST, LAKE CITY, FL, 32025-4366",                                                                                                    ,29,HILLSBOROUGH,122,USF/PATEL PARTNERSHIP ELEMENTARY,545,800,NA,measle_turquoise,C,B,B,A,C,B,C,B,D,,,,,,,YES,4,62,55,4,NO,N
"BURNS MIDDLE SCHOOL 4150 PLANTATION OAKS BLVD, ORANGE PARK, FL, 32065-3529",http://www.clay.k12.fl.us/poe/                                                                      ,29,HILLSBOROUGH,651,BURNS MIDDLE SCHOOL,631,900,NA,measle_turquoise,C,B,B,B,C,B,D,C,C,D,C,D,C,C,D,NO,1,94,93,4,YES,N
"LOCKHART ELEMENTARY MAGNET SCHOOL 4180 NE 15 ST, GAINESVILLE, FL, 32609-2011",                                                                                                    ,29,HILLSBOROUGH,962,LOCKHART ELEMENTARY MAGNET SCHOOL,412,800,NA,measle_turquoise,C,B,A,A,A,B,C,A,C,C,A,C,C,C,C,NO,4,82,12,2,YES,N
"WILSON MIDDLE SCHOOL 4200 SW 112TH CT, MIAMI, FL, 33165-4642",http://rpalm.dadeschools.net/                                                                       ,29,HILLSBOROUGH,4761,WILSON MIDDLE SCHOOL,702,900,NA,measle_turquoise,C,D,C,D,B,C,C,B,C,B,B,C,C,C,C,NO,1,81,29,4,YES,N
"OAK PARK ELEMENTARY SCHOOL 4280 SW COUNTY ROAD 152, JASPER, FL, 32052-3774",                                                                                                    ,29,HILLSBOROUGH,3201,OAK PARK ELEMENTARY SCHOOL,395,800,YES,measle_turquoise,C,C,B,C,B,C,C,C,C,C,N,,,,,NO,1,86,90,3,YES,N
"MULRENNAN MIDDLE SCHOOL 4290 N WICKHAM RD, MELBOURNE, FL, 32935-2476",http://www.longleaf.brevard.k12.fl.us                                                               ,29,HILLSBOROUGH,3131,MULRENNAN MIDDLE SCHOOL,621,900,NA,measle_turquoise,C,D,C,C,B,C,C,B,C,A,B,C,D,C,D,NO,1,85,92,3,YES,N
"JAMES ELEMENTARY SCHOOL 4302 E ELLICOTT ST, TAMPA, FL, 33610-5231",                                                                                                    ,29,HILLSBOROUGH,4747,JAMES ELEMENTARY SCHOOL,395,800,YES,measle_turquoise,C,B,A,C,A,B,A,B,A,A,A,B,B,A,C,NO,1,76,16,4,YES,N
"CIMINO ELEMENTARY SCHOOL 4329 CULBREATH RD, VALRICO, FL, 33596-7427",                                                                                                    ,29,HILLSBOROUGH,802,CIMINO ELEMENTARY SCHOOL,577,800,NA,measle_turquoise,C,C,B,B,,,,,,,,,,,,YES,4,32,20,4,NO,N
"JEFFERSON HIGH SCHOOL 4401 W CYPRESS ST RM J06, TAMPA, FL, 33607-4006",                                                                                                    ,29,HILLSBOROUGH,3784,JEFFERSON HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,C,C,D,D,D,D,C,C,D,C,D,D,D,D,NO,1,99,98,5,YES,N
"LAVOY EXCEPTIONAL CENTER 4410 W MAIN ST, TAMPA, FL, 33607-4002",                                                                                                    ,29,HILLSBOROUGH,3782,LAVOY EXCEPTIONAL CENTER,Pending,Pending,Pending,measle_turquoise,C,B,A,C,A,B,A,C,B,C,C,D,D,D,F,NO,1,99,99,5,YES,N
"ORANGE GROVE MIDDLE MAGNET SCHOOL 4444 NW 195TH ST, MIAMI GARDENS, FL, 33055-2135",http://mgardens.dadeschools.net/                                                                    ,29,HILLSBOROUGH,3241,ORANGE GROVE MIDDLE MAGNET SCHOOL,599,900,NA,measle_turquoise,C,B,A,A,B,C,D,C,D,D,N,,,,,YES,4,65,62,3,NO,N
"YOUNG MIDDLE MAGNET SCHOOL 4515 N STATE ROAD 7, LAUDERDALE LAKES, FL, 33319-5883",                                                                                                    ,29,HILLSBOROUGH,5041,YOUNG MIDDLE MAGNET SCHOOL,474,900,NA,measle_turquoise,C,C,C,C,B,A,B,A,B,B,B,B,A,C,C,NO,2,64,54,4,NO,N
"JUST ELEMENTARY 45991 BERMONT RD, PUNTA GORDA, FL, 33982-9653",supportcrossroads.com                                                                               ,29,HILLSBOROUGH,282,JUST ELEMENTARY,395,800,YES,measle_turquoise,C,B,A,A,A,B,A,A,A,A,A,A,B,A,C,NO,1,100,84,1,YES,N
"MEMORIAL MIDDLE SCHOOL 4702 N CENTRAL AVE, TAMPA, FL, 33603-3906",                                                                                                    ,29,HILLSBOROUGH,2882,MEMORIAL MIDDLE SCHOOL,476,900,NA,measle_turquoise,C,C,B,A,B,B,C,,,,,,,,,NO,2,65,56,3,NO,N
"MONROE MIDDLE SCHOOL 4716 W MONTGOMERY AVE, TAMPA, FL, 33616-1042",                                                                                                    ,29,HILLSBOROUGH,2362,MONROE MIDDLE SCHOOL,554,900,NA,measle_turquoise,C,D,C,A,C,C,B,C,C,A,A,B,C,D,D,NO,1,93,97,3,YES,N
"MOSI PARTNERSHIP ELEMENTARY 4801 E FOWLER AVE STE 100, TAMPA, FL, 33617-2018",                                                                                                    ,29,HILLSBOROUGH,119,MOSI PARTNERSHIP ELEMENTARY,437,800,NA,measle_turquoise,C,B,A,A,A,A,A,A,A,B,A,A,C,A,C,NO,1,74,44,4,NO,N
"MIDDLETON HIGH SCHOOL 4801 N 22ND ST, TAMPA, FL, 33610-6207",                                                                                                    ,29,HILLSBOROUGH,3004,MIDDLETON HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,D,C,C,C,C,C,B,C,C,C,C,D,N,,NO,2,90,92,3,YES,N
"ROBINSON ELEMENTARY SCHOOL 4801 TURKEY CREEK RD, PLANT CITY, FL, 33567-8647",                                                                                                    ,29,HILLSBOROUGH,3681,ROBINSON ELEMENTARY SCHOOL,464,800,NA,measle_turquoise,C,B,C,B,A,A,B,A,B,B,B,C,D,D,D,NO,1,94,98,5,YES,N
"WALTON ACADEMY 4817 N FLORIDA AVE, TAMPA, FL, 33603-2117",                                                                                                    ,29,HILLSBOROUGH,6623,WALTON ACADEMY,495,800,YES,measle_turquoise,C,B,B,A,B,B,B,A,A,A,A,C,C,C,C,NO,1,64,40,4,NO,N
"MABRY ELEMENTARY SCHOOL 4831 GREENLAND RD, JACKSONVILLE, FL, 32258-1517",http://www.duvalschools.org/mhs                                                                     ,29,HILLSBOROUGH,2601,MABRY ELEMENTARY SCHOOL,635,800,NA,measle_turquoise,C,D,C,C,B,B,A,C,C,C,C,C,D,D,F,NO,1,77,72,3,YES,N
"GIBSONTON ELEMENTARY SCHOOL 500 NW 67TH ST, MIAMI, FL, 33150-3917",http://edisonpark.dadeschools.net                                                                   ,29,HILLSBOROUGH,1601,GIBSONTON ELEMENTARY SCHOOL,433,800,NA,measle_turquoise,C,B,F,C,A,C,C,C,B,B,A,C,D,C,D,NO,1,70,54,3,YES,N
"TURKEY CREEK MIDDLE SCHOOL 5005 S TURKEY CREEK RD, PLANT CITY, FL, 33567-8648",                                                                                                    ,29,HILLSBOROUGH,4522,TURKEY CREEK MIDDLE SCHOOL,548,900,NA,measle_turquoise,C,C,C,C,B,A,,,,,,,,,,NO,1,82,29,4,YES,N
"TOMLIN MIDDLE SCHOOL 501 N WOODROW WILSON ST, PLANT CITY, FL, 33563-4157",                                                                                                    ,29,HILLSBOROUGH,3442,TOMLIN MIDDLE SCHOOL,581,900,NA,measle_turquoise,C,B,B,A,B,C,C,A,B,B,B,B,C,C,D,NO,2,79,84,5,YES,N
"FARNELL MIDDLE SCHOOL 505 NW 20TH ST, MIAMI, FL, 33127-4723",http://dunbarel.dadeschools.net/                                                                    ,29,HILLSBOROUGH,1441,FARNELL MIDDLE SCHOOL,665,900,NA,measle_turquoise,C,B,A,B,A,A,A,A,C,B,C,C,C,C,C,NO,4,78,52,4,YES,N
"MARTINEZ MIDDLE SCHOOL 5050 SW 116TH AVE, COOPER CITY, FL, 33330-4230",                                                                                                    ,29,HILLSBOROUGH,2851,MARTINEZ MIDDLE SCHOOL,704,900,NA,measle_turquoise,C,B,A,A,A,A,A,A,A,A,A,B,C,C,C,NO,1,76,60,3,YES,N
"IPPOLITO ELEMENTARY SCHOOL 5200 NE 9TH AVE, POMPANO BEACH, FL, 33064-4869",                                                                                                    ,29,HILLSBOROUGH,1951,IPPOLITO ELEMENTARY SCHOOL,395,800,YES,measle_turquoise,C,B,A,C,A,A,C,A,A,A,B,C,D,C,C,NO,1,89,81,3,YES,N
"BAILEY ELEMENTARY 523 W MINNESOTA AVE, MACCLENNY, FL, 32063-2621",                                                                                                    ,29,HILLSBOROUGH,92,BAILEY ELEMENTARY,395,800,NA,measle_turquoise,C,B,A,A,A,A,A,A,A,A,A,A,A,C,C,NO,2,72,42,4,NO,N
"CLARK ELEMENTARY SCHOOL 5251 NE 14TH WAY, FORT LAUDERDALE, FL, 33334-4912",                                                                                                    ,29,HILLSBOROUGH,851,CLARK ELEMENTARY SCHOOL,613,800,NA,measle_turquoise,C,C,C,B,A,C,B,B,C,C,C,C,C,C,F,NO,1,86,69,2,YES,N
"TAMPA CHARTER SCHOOL 5429 E BEAUMONT CENTER BLVD STE 800, TAMPA, FL, 33634-5248",                                                                                                    ,29,HILLSBOROUGH,6620,TAMPA CHARTER SCHOOL,583,900,NA,measle_turquoise,C,B,A,B,A,A,A,A,A,A,A,A,C,A,C,NO,1,52,32,4,NO,N
"LANIER ELEMENTARY SCHOOL 550 E 8TH ST, HIALEAH, FL, 33010-4542",http://hes.dadeschools.net/                                                                         ,29,HILLSBOROUGH,2361,LANIER ELEMENTARY SCHOOL,444,800,NA,measle_turquoise,C,B,B,C,B,B,A,C,C,C,C,C,D,D,D,NO,1,92,84,3,YES,N
"CANNELLA ELEMENTARY SCHOOL 5500 STIRLING RD, HOLLYWOOD, FL, 33021-1603",                                                                                                    ,29,HILLSBOROUGH,691,CANNELLA ELEMENTARY SCHOOL,482,800,NA,measle_turquoise,C,B,A,A,A,A,B,A,B,A,A,A,B,A,B,NO,1,41,27,4,NO,N
"LIBERTY MIDDLE SCHOOL 555 WONDERWOOD DR, ATLANTIC BEACH, FL, 32233-4613",http://www.duvalschools.org/finegan                                                                 ,29,HILLSBOROUGH,2471,LIBERTY MIDDLE SCHOOL,639,900,NA,measle_turquoise,C,C,C,B,B,B,C,B,C,C,C,C,C,C,C,NO,2,87,85,3,YES,N
"CRESTWOOD ELEMENTARY SCHOOL 5650 S WASHINGTON AVE, TITUSVILLE, FL, 32780-7312",                                                                                                    ,29,HILLSBOROUGH,1021,CRESTWOOD ELEMENTARY SCHOOL,449,800,NA,measle_turquoise,C,B,A,A,A,A,B,A,C,B,A,B,A,C,C,NO,2,71,35,2,NO,N
"BUCHANAN MIDDLE SCHOOL 5701 NW 43RD ST, GAINESVILLE, FL, 32653-3331",http://www.sbac.edu/pages/ACPS                                                                      ,29,HILLSBOROUGH,561,BUCHANAN MIDDLE SCHOOL,532,900,NA,measle_turquoise,C,C,B,C,A,A,C,B,B,A,A,C,B,A,C,NO,1,82,21,2,YES,N
"RODGERS MIDDLE SCHOOL 5703 NW 94TH AVE, TAMARAC, FL, 33321-4125",                                                                                                    ,29,HILLSBOROUGH,3771,RODGERS MIDDLE SCHOOL,524,900,NA,measle_turquoise,C,C,B,C,A,D,D,C,C,B,C,C,D,D,D,NO,1,96,99,5,YES,N
"NEWSOME HIGH SCHOOL 5800 NW 66TH TER, CORAL SPRINGS, FL, 33067-2166",                                                                                                    ,29,HILLSBOROUGH,3171,NEWSOME HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,B,A,B,A,C,A,B,A,A,B,C,N,,,YES,4,66,83,3,NO,N
"HILLSBOROUGH VIRTUAL SCHOOL 620 E UNIVERSITY AVE, GAINESVILLE, FL, 32601",                                                                                                    ,29,HILLSBOROUGH,7023,HILLSBOROUGH VIRTUAL SCHOOL,,,,measle_turquoise,C,B,A,C,C,C,C,B,C,B,A,B,C,D,D,NO,1,87,54,4,YES,N
"WINTHROP CHARTER SCHOOL 6204 SCHOLARS HILL LN, RIVERVIEW, FL, 33578-4298",                                                                                                    ,29,HILLSBOROUGH,6658,WINTHROP CHARTER SCHOOL,519,800,NA,measle_turquoise,C,C,B,C,B,B,A,A,D,C,B,C,C,C,C,NO,1,81,59,4,YES,N
"SYMMES ELEMENTARY SCHOOL 6280 WATSON RD, RIVERVIEW, FL, 33578-4248",                                                                                                    ,29,HILLSBOROUGH,4212,SYMMES ELEMENTARY SCHOOL,525,800,NA,measle_turquoise,C,B,A,C,A,A,B,A,A,,,,,,,YES,4,40,48,5,NO,N
"TAMPA PALMS ELEMENTARY SCHOOL 6304 E 1ST AVE, HIALEAH, FL, 33013-1068",http://palmsprings.dadeschools.net/                                                                 ,29,HILLSBOROUGH,4261,TAMPA PALMS ELEMENTARY SCHOOL,584,800,NA,measle_turquoise,C,B,A,B,A,B,B,A,C,C,B,N,,,,NO,2,82,34,4,YES,N
"OAK GROVE ELEMENTARY SCHOOL 6315 N ARMENIA AVE, TAMPA, FL, 33604-5709",                                                                                                    ,29,HILLSBOROUGH,3161,OAK GROVE ELEMENTARY SCHOOL,501,800,NA,measle_turquoise,C,B,A,C,A,B,B,C,C,B,C,C,D,D,D,NO,1,85,95,3,YES,N
"DURANT HIGH SCHOOL 6500 NOVA DR, DAVIE, FL, 33317-7405",                                                                                                    ,29,HILLSBOROUGH,1291,DURANT HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,B,A,A,A,A,A,A,B,B,,,,,C,NO,2,46,19,2,NO,N
"LITERACY/LEADERSHIP/TECHNOLOGY ACADEMY 6771 MADISON AVE, TAMPA, FL, 33619-6836",                                                                                                    ,29,HILLSBOROUGH,6625,LITERACY/LEADERSHIP/TECHNOLOGY ACADEMY,583,900,NA,measle_turquoise,C,B,B,A,A,C,A,B,A,B,A,A,B,C,C,NO,1,59,31,4,NO,N
"RICHARDSON MONTESSORI ACADEMY 6815 N ROME AVE, TAMPA, FL, 33604-5839",                                                                                                    ,29,HILLSBOROUGH,6601,RICHARDSON MONTESSORI ACADEMY,425,NA,NA,measle_turquoise,C,C,C,C,B,A,C,B,B,B,B,C,C,C,C,NO,1,87,71,4,YES,N
"CHIARAMONTE ELEMENTARY SCHOOL 700 W 23RD ST BLDG H, PANAMA CITY, FL, 32405-3936",www.newpointschools.org                                                                             ,29,HILLSBOROUGH,771,CHIARAMONTE ELEMENTARY SCHOOL,495,800,YES,measle_turquoise,C,B,A,A,A,C,A,A,A,A,A,A,A,A,C,NO,4,52,47,4,NO,N
"MANN MIDDLE SCHOOL 7025 SW 39TH ST, DAVIE, FL, 33314-2306",                                                                                                    ,29,HILLSBOROUGH,2801,MANN MIDDLE SCHOOL,565,900,NA,measle_turquoise,C,B,C,C,D,C,B,C,F,D,C,F,D,D,D,NO,1,100,97,3,YES,N
"MCKITRICK ELEMENTARY SCHOOL 74 BULLDOG BLVD, MELBOURNE, FL, 32901-3151",                                                                                                    ,29,HILLSBOROUGH,3082,MCKITRICK ELEMENTARY SCHOOL,602,800,NA,measle_turquoise,C,C,C,B,B,C,C,A,C,C,C,C,C,C,D,NO,2,88,89,3,YES,N
"BRYAN ELEMENTARY SCHOOL 7400 PATRONIS DR, PANAMA CITY BEACH, FL, 32408-5740",                                                                                                    ,29,HILLSBOROUGH,521,BRYAN ELEMENTARY SCHOOL,431,800,NA,measle_turquoise,C,B,A,A,B,A,A,B,B,B,B,B,A,C,B,NO,4,76,6,2,YES,N
"TAMPA BAY BOULEVARD ELEMENTARY SCHOOL 7450 W 16TH AVE, HIALEAH, FL, 33014-3832",http://palmlakes.dadeschools.net/                                                                   ,29,HILLSBOROUGH,4241,TAMPA BAY BOULEVARD ELEMENTARY SCHOOL,470,800,NA,measle_turquoise,C,B,C,C,C,D,D,C,C,C,D,D,D,C,D,NO,1,98,93,4,YES,N
"DOVER ELEMENTARY SCHOOL 7565 BEACH BLVD, JACKSONVILLE, FL, 32216-3003",http://rivercityscience.org                                                                         ,29,HILLSBOROUGH,1201,DOVER ELEMENTARY SCHOOL,395,800,YES,measle_turquoise,C,B,A,C,A,A,A,A,A,A,A,B,C,C,D,NO,1,72,68,3,YES,N
"EISENHOWER MIDDLE SCHOOL 7620 OLD BEND RD, GIBSONTON, FL, 33534-5704",                                                                                                    ,29,HILLSBOROUGH,1324,EISENHOWER MIDDLE SCHOOL,553,900,NA,measle_turquoise,C,B,A,A,B,A,A,A,A,A,A,A,B,A,C,NO,1,79,57,1,YES,N
"DEER PARK ELEMENTARY 7700 NW 98TH ST, HIALEAH GARDENS, FL, 33016-2403",http://materacademy.dadeschools.net                                                                 ,29,HILLSBOROUGH,100,DEER PARK ELEMENTARY,562,800,NA,measle_turquoise,C,B,A,A,A,A,A,B,B,A,B,A,B,C,C,NO,1,91,83,4,YES,N
"EAST BAY HIGH SCHOOL 7710 OLD BIG BEND RD, GIBSONTON, FL, 33534-5815",                                                                                                    ,29,HILLSBOROUGH,1322,EAST BAY HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,B,B,A,A,A,A,A,A,A,A,B,A,A,C,NO,1,72,50,1,YES,N
"PROGRESS VILLAGE MIDDLE MAGNET SCHOOL 7720 W OAKLAND PARK BLVD, SUNRISE, FL, 33351-6704",                                                                                                    ,29,HILLSBOROUGH,3561,PROGRESS VILLAGE MIDDLE MAGNET SCHOOL,580,900,NA,measle_turquoise,C,B,A,B,A,A,A,C,B,C,A,C,C,D,C,NO,1,95,90,5,YES,N
"KNIGHTS ELEMENTARY SCHOOL 7750 TEMPEST ST S, JACKSONVILLE, FL, 32244-1440",                                                                                                    ,29,HILLSBOROUGH,2291,KNIGHTS ELEMENTARY SCHOOL,550,800,NA,measle_turquoise,C,D,C,C,C,D,C,C,B,C,C,C,D,D,F,NO,1,99,93,3,YES,N
"LIMONA ELEMENTARY SCHOOL 7800 GREGORY DR, JACKSONVILLE, FL, 32210-4685",http://www.duvalschools.org/gde                                                                     ,29,HILLSBOROUGH,2431,LIMONA ELEMENTARY SCHOOL,583,800,NA,measle_turquoise,C,C,B,B,C,C,C,B,B,B,B,B,C,C,C,NO,2,87,79,3,YES,N
"SICKLES HIGH SCHOOL 7950 GUNN HWY, TAMPA, FL, 33626-1617",                                                                                                    ,29,HILLSBOROUGH,4151,SICKLES HIGH SCHOOL,Pending,Pending,Pending,measle_turquoise,C,C,D,C,A,C,C,D,C,C,C,F,N,,,NO,1,95,99,5,YES,N
"PINECREST ELEMENTARY SCHOOL 7950 LITHIA PINECREST RD, LITHIA, FL, 33547-1882",                                                                                                    ,29,HILLSBOROUGH,3362,PINECREST ELEMENTARY SCHOOL,495,800,YES,measle_turquoise,C,B,A,A,A,A,B,B,,,,,,,,NO,2,90,88,5,YES,N
"BARRINGTON MIDDLE SCHOOL 800 LANE AVE, TITUSVILLE, FL, 32780-3906",                                                                                                    ,29,HILLSBOROUGH,86,BARRINGTON MIDDLE SCHOOL,616,900,NA,measle_turquoise,C,B,A,A,A,C,,,,,,,,,,NO,1,76,48,4,YES,N
"MADISON MIDDLE SCHOOL 8000 SW 142ND AVE, MIAMI, FL, 33183-3000",http://kle.dadeschools.net                                                                          ,29,HILLSBOROUGH,2651,MADISON MIDDLE SCHOOL,494,900,NA,measle_turquoise,C,B,A,B,A,C,C,A,B,A,B,C,D,D,D,NO,1,91,86,3,YES,N
"RAMPELLO K-8 MAGNET SCHOOL 802 E WASHINGTON ST, TAMPA, FL, 33602-4102",                                                                                                    ,29,HILLSBOROUGH,4251,RAMPELLO K-8 MAGNET SCHOOL,613,900,NA,measle_turquoise,C,C,D,B,C,A,B,A,C,A,B,C,C,N,,NO,1,87,40,4,YES,N
"WOODBRIDGE ELEMENTARY SCHOOL 8301 WOODBRIDGE BLVD, TAMPA, FL, 33615-2015",                                                                                                    ,29,HILLSBOROUGH,4941,WOODBRIDGE ELEMENTARY SCHOOL,483,800,NA,measle_turquoise,C,C,B,B,A,A,A,A,B,A,A,B,A,C,C,NO,1,70,42,4,YES,N
"GRADY ELEMENTARY SCHOOL 8375 SW 16TH ST, MIAMI, FL, 33155-1101",http://evergladesk8.dadeschools.net/                                                                ,29,HILLSBOROUGH,1721,GRADY ELEMENTARY SCHOOL,525,800,NA,measle_turquoise,C,B,B,A,A,B,A,B,A,A,A,C,N,,,NO,1,67,73,3,NO,N
"SULPHUR SPRINGS ELEMENTARY SCHOOL 8412 N 13TH ST, TAMPA, FL, 33604-1842",                                                                                                    ,29,HILLSBOROUGH,4201,SULPHUR SPRINGS ELEMENTARY SCHOOL,417,800,NA,measle_turquoise,C,B,A,A,B,B,B,C,B,C,N,,,,,NO,1,89,89,5,YES,N
"COLSON ELEMENTARY SCHOOL 851 NW 68TH AVE, PLANTATION, FL, 33317-1239",                                                                                                    ,29,HILLSBOROUGH,931,COLSON ELEMENTARY SCHOOL,458,800,NA,measle_turquoise,C,B,B,B,B,C,B,B,C,A,B,C,B,C,C,NO,1,79,37,2,YES,N
"GRECO MIDDLE SCHOOL 851 SW 3RD AVE, POMPANO BEACH, FL, 33060-8319",                                                                                                    ,29,HILLSBOROUGH,1781,GRECO MIDDLE SCHOOL,478,900,NA,measle_turquoise,C,B,A,A,A,A,A,A,A,C,C,D,C,C,D,NO,1,90,93,3,YES,N
"VAN BUREN MIDDLE SCHOOL 8715 N 22ND ST, TAMPA, FL, 33604-2105",                                                                                                    ,29,HILLSBOROUGH,682,VAN BUREN MIDDLE SCHOOL,447,900,NA,measle_turquoise,C,B,A,C,B,B,A,A,A,A,A,B,B,A,C,NO,1,81,63,4,YES,N
"VILLAGE OF EXCELLENCE ACADEMY 8718 N 46TH ST, TEMPLE TERRACE, FL, 33617-6002",                                                                                                    ,29,HILLSBOROUGH,6608,VILLAGE OF EXCELLENCE ACADEMY,403,800,NA,measle_turquoise,C,B,A,B,A,B,B,A,A,A,A,A,C,C,C,NO,1,74,46,4,YES,N
"NORTHWEST ELEMENTARY SCHOOL 8751 TRAFFORD DR, MELBOURNE, FL, 32940-2236",http://www.quest.brevard.k12.fl.us                                                                  ,29,HILLSBOROUGH,3151,NORTHWEST ELEMENTARY SCHOOL,592,800,NA,measle_turquoise,C,C,B,A,B,C,C,C,C,C,C,C,C,C,D,NO,2,84,92,3,YES,N
"KENLY ELEMENTARY SCHOOL 8801 LAKE PLACID DR E, JACKSONVILLE, FL, 32208-6922",http://www.duvalschools.org/mlking                                                                  ,29,HILLSBOROUGH,2201,KENLY ELEMENTARY SCHOOL,410,800,NA,measle_turquoise,C,C,B,B,A,B,A,B,A,B,B,B,C,B,C,NO,1,79,72,3,YES,N
"TINKER ELEMENTARY SCHOOL 8851 SW 168TH ST, PALMETTO BAY, FL, 33157-4549",http://perrineelementary.dadeschools.net/                                                           ,29,HILLSBOROUGH,4381,TINKER ELEMENTARY SCHOOL,542,800,NA,measle_turquoise,C,B,A,A,A,A,A,A,B,B,B,N,,,,NO,2,68,36,4,NO,N
"MANGO ELEMENTARY SCHOOL 8950 SHADOW WOOD BLVD, CORAL SPRINGS, FL, 33071-6611",                                                                                                    ,29,HILLSBOROUGH,2721,MANGO ELEMENTARY SCHOOL,395,800,YES,measle_turquoise,C,B,A,A,A,C,C,F,D,C,D,D,C,D,F,NO,1,100,95,3,YES,N
"MORT ELEMENTARY SCHOOL 900 JORDAN BLASS DR, MELBOURNE, FL, 32940-1829",http://www.suntree.brevard.k12.fl.ud                                                                ,29,HILLSBOROUGH,3121,MORT ELEMENTARY SCHOOL,412,800,NA,measle_turquoise,C,B,C,B,,,,,,,,,,,,NO,1,87,91,3,YES,N
"GRAHAM ELEMENTARY SCHOOL 901 N 69TH WAY, HOLLYWOOD, FL, 33024-5651",                                                                                                    ,29,HILLSBOROUGH,1761,GRAHAM ELEMENTARY SCHOOL,505,800,NA,measle_turquoise,C,B,A,A,A,B,C,C,A,C,A,B,,,D,NO,1,68,66,3,NO,N
"FERRELL MIDDLE MAGNET SCHOOL 901 NW 129TH AVE, PEMBROKE PINES, FL, 33028-1003",                                                                                                    ,29,HILLSBOROUGH,3001,FERRELL MIDDLE MAGNET SCHOOL,626,900,NA,measle_turquoise,C,,,,,,,,,,,,,,,NO,1,64,63,3,NO,N
"BARTELS MIDDLE SCHOOL 9020 IMPERIAL OAK BLVD, TAMPA, FL, 33647-3293",www.bartels.mysdhc.org                                                                              ,29,HILLSBOROUGH,103,BARTELS MIDDLE SCHOOL,561,900,NA,measle_turquoise,C,B,A,B,A,A,A,A,A,A,A,A,A,C,C,NO,1,89,78,4,YES,N
"CYPRESS CREEK ELEMENTARY SCHOOL 905 PINEDA ST, COCOA, FL, 32922-6370",http://www.endeavour.brevard.k12.fl.us                                                              ,29,HILLSBOROUGH,1051,CYPRESS CREEK ELEMENTARY SCHOOL,395,800,YES,measle_turquoise,C,B,A,B,A,C,A,B,A,A,A,B,D,C,D,NO,1,75,39,2,YES,N
"SHILOH ELEMENTARY CHARTER SCHOOL 905 W TERRACE DR, PLANT CITY, FL, 33563-8903",shilohcharterschool.org                                                                             ,29,HILLSBOROUGH,6637,SHILOH ELEMENTARY CHARTER SCHOOL,463,800,NA,measle_turquoise,C,C,B,A,A,C,A,A,A,A,B,C,C,C,D,NO,1,81,42,4,YES,N
"SHILOH MIDDLE CHARTER SCHOOL 905 W TERRACE DR, PLANT CITY, FL, 33563-8903",                                                                                                    ,29,HILLSBOROUGH,6648,SHILOH MIDDLE CHARTER SCHOOL,543,900,NA,measle_turquoise,C,C,B,A,A,A,C,A,B,B,A,A,C,C,,NO,2,73,55,4,YES,N
"LOMAX MAGNET ELEMENTARY SCHOOL 9050 HAMMOCKS BLVD, MIAMI, FL, 33196-1301",http://hoover.dadeschools.net/                                                                      ,29,HILLSBOROUGH,2521,LOMAX MAGNET ELEMENTARY SCHOOL,495,800,YES,measle_turquoise,C,B,A,B,C,B,B,C,B,B,A,C,C,C,C,NO,1,88,85,3,YES,N
"TURNER ELEMENTARY SCHOOL 9190 IMPERIAL OAK BLVD, TAMPA, FL, 33647-3291",                                                                                                    ,29,HILLSBOROUGH,69,TURNER ELEMENTARY SCHOOL,544,800,NA,measle_turquoise,C,C,B,B,C,B,B,B,A,A,A,B,C,A,D,NO,1,96,91,4,YES,N
"HUNTER'S GREEN ELEMENTARY SCHOOL 9202 HIGHLAND OAK DR, TAMPA, FL, 33647-2541",                                                                                                    ,29,HILLSBOROUGH,1941,HUNTER'S GREEN ELEMENTARY SCHOOL,486,800,NA,measle_turquoise,C,B,A,A,A,A,A,C,A,B,A,B,C,C,C,NO,1,93,66,3,YES,N
